x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,trajectory,computed_value
1.405789451485416,1.2461124915883182,0.6033218611665491,1.575624541370433,1.382249740543331,1.921569283506808,0.6588501627774982,1.027487668241239,0.9864172260374252,0.567381003336654,0.982277687936755,0.164259112918069,0.8234554007672134,0.1874314375488352,3,1.075638258812155
1.6217249349666696,0.9517177578113668,0.9207239675082772,1.638818020996169,1.7304079839838948,1.6108610661453495,0.6588501627774982,1.027487668241239,0.9987034187189292,0.796040005608409,0.9872890790123312,-0.0509065952419042,0.605244008207404,-0.1589348119921582,3,1.0755673301960984
1.7963242274529383,0.6694192046462962,1.277238861673973,1.6426300979496968,2.041296691124403,1.262044247907167,0.6588501627774982,1.027487668241239,0.9746761932516596,0.957220549042192,0.8913415684537532,-0.2236209254708812,0.2893593276384303,-0.4533323376358709,3,1.0756841931367724
1.92861045470299,0.4146054862198086,1.675317048699517,1.5695876632016528,2.3060912152480983,0.8893306195941293,0.6588501627774982,1.027487668241239,0.9366646136061032,0.9945426803056384,0.7416329727416271,-0.3502276425671296,-0.1043305183082913,-0.6708058838012805,3,1.0755969190604087
2.0170380607156697,0.2082221664147325,2.1105977755773666,1.4032715601829464,2.508049433338853,0.5067910421000442,0.6588501627774982,1.027487668241239,0.9020754555130442,0.857810746783725,0.5920040732039782,-0.4315783504312209,-0.513965682416976,-0.8059349708939915,3,1.075485547360314
2.0644343051133456,0.0774230596906914,2.5633320497904,1.1270115502896294,2.6189088630168764,0.1318637109683895,0.6588501627774982,1.027487668241239,0.8806148968284179,0.5465681685475489,0.4992073905351181,-0.4738326745633684,-0.8374146148298214,-0.8664825337161264,3,1.0756220016732128
2.0874173426597102,0.044228516316461,2.9723895360608505,0.7168133469508539,2.598115724138391,-0.2045433525779793,0.6588501627774982,1.027487668241239,0.869493172412915,0.1683969002084022,0.5171150705176891,-0.4939449596132395,-0.9857192724098488,-0.8559158859628003,3,1.0756284029850682
2.1167955326478145,0.0726314083090476,3.200036961761148,0.1665087902132676,2.4261637821195468,-0.4515396454492502,0.6588501627774982,1.027487668241239,0.8546088575916548,-0.0584110421207551,0.6559411943416479,-0.5192722797587858,-0.998292617501686,-0.7548119961723267,3,1.0756405536448874
2.149719587055849,0.0438688941526277,3.138265409124363,-0.4312854507606757,2.170133249031224,-0.5909596055681319,0.6588501627774982,1.027487668241239,0.8370522440676975,0.0033272383263595,0.8257098353122526,-0.5471229667097075,-0.9999944647272402,-0.564095087612552,3,1.0756040853271878
2.143316374486495,-0.0989001974183592,2.860665732037516,-0.9651051753185628,1.9176896964565733,-0.6717953696751847,0.6588501627774982,1.027487668241239,0.8405384047991702,0.2772463527151468,0.9404334348546728,-0.5417519635937339,-0.960798865479216,-0.3399778737027485,3,1.0754529143992018
2.078563066680367,-0.3252795528710554,2.481456706599225,-1.4127195762696774,1.6926748095729238,-0.7405898907717512,0.6588501627774982,1.027487668241239,0.8738325571295786,0.6132242433738616,0.9925820070062245,-0.4862269656244722,-0.7899088728065757,-0.1215769689024022,3,1.0755964957527953
