x1,x2,x3,x4
-0.0008852445056571,-0.1038043744114224,-0.0987248917057095,-0.0697345283399137
-0.1006879845326487,-0.0911746785833305,-0.0438990717488298,0.084240916504594
-0.0774514086592643,0.0490689805325081,0.0813977271691386,0.1029036032092744
0.0584425933206234,0.1166242651780997,0.096450389125731,-0.0085170477041256
0.0997942417984898,0.0342041862155769,-0.0353516813245317,-0.114446525668887
-0.0020605320896806,-0.1011213449675552,-0.103356586124526,-0.0673076648997244
-0.1060924160601752,-0.0880721025249907,-0.0439399659921137,0.0819469958858368
-0.078928849405095,0.0470598142336572,0.0866611240190678,0.0982840158299626
0.0623740622532136,0.1111573065171708,0.0993127991586829,-0.0085071057859495
0.1040730821400964,0.0317887035506189,-0.0372460600579773,-0.1106117065266402
-0.0025109727561327,-0.0986586561653363,-0.107895631470312,-0.0641162124252863
-0.1110107017301484,-0.0843899558444595,-0.0444026494551155,0.079961045946295
-0.0805927170365017,0.0453817273315415,0.0914088237231337,0.0932397889918266
0.0658422704575166,0.1053955760449162,0.1023408660012186,-0.0089850312162045
0.1084682853347803,0.0286180642478604,-0.0385453276388297,-0.1067859759238511
-0.0023061440261294,-0.0964832417760032,-0.1122373431268648,-0.060181566655463
-0.1153712068243765,-0.0801604926690004,-0.0452450697144604,0.0783475584535508
-0.0824087217113733,0.0441045234436366,0.0955750399902818,0.0878537266716018
0.0688040868014839,0.0994543431563828,0.105454587340004,-0.0099729842300545
0.112860039024346,0.0247358739145728,-0.0392846816007644,-0.103046234246207
-0.0015238975572729,-0.0946389036490135,-0.1162825235069869,-0.0555517685200345
-0.1191107544216365,-0.0754310470722477,-0.0464220154858478,0.0771563020250315
-0.0843437760136021,0.0432949047308266,0.0990991577971114,0.082220812851778
0.071217385758666,0.0934567831691945,0.1085787768120592,-0.0114822331477313
0.1171354017092135,0.0202114270887222,-0.0395010565311805,-0.0994607570267187
-0.0002441370150088,-0.0931483092705015,-0.1199411145192893,-0.0502968088852658
-0.1221761814214879,-0.0702618359040446,-0.047886017736547,0.0764240223241014
-0.0863621251909049,0.0430172727773389,0.1019293572932509,0.076445953575645
0.0730457070104479,0.087532428571254,0.1116414112154181,-0.0135169495434388
0.1211902734602566,0.015131817777042,-0.0392325203805733,-0.0960919728709959
0.0014544588065851,-0.0920180606023521,-0.1231345679210008,-0.0445025774688478
-0.1245264295532543,-0.0647228548875565,-0.0495862522572105,0.0761769725938848
-0.0884201061423514,0.043333091014452,0.1040276412432764,0.0706408315242629
0.074264555471522,0.0818146379129095,0.1145704346332731,-0.0160768118116895
0.1249297275375024,0.0095940198012808,-0.0385201783289078,-0.09299940523926
0.0034952883048302,-0.0912444805445025,-0.1257970214561152,-0.0382646526160038
-0.1261345314354723,-0.0588905653419796,-0.0514665005496899,0.0764326618944069
-0.0904613006099058,0.0442978135306713,0.1053748880555157,0.0649198487903701
0.0748680465990152,0.0764366593890759,0.1172906032188829,-0.0191574328180124
0.128267513505275,0.0036981462023977,-0.0374116036732427,-0.0902414899860034
0.0058022964044788,-0.0908191473917637,-0.127875700316195,-0.0316824801280809
-0.1269894226326975,-0.0528443427446995,-0.0534625395442886,0.0772005672375406
-0.0924135356976098,0.0459561165880874,0.1059753561099099,0.0593950611418713
0.0748751863401925,0.0715262446562045,0.1197212095187355,-0.0227489961280316
0.1311252745985715,-0.0024578585249254,-0.0359652184478208,-0.0878757859873586
0.0082974609086053,-0.0907325623708811,-0.1293310975232787,-0.0248548738239465
-0.1270971433821653,-0.0466637769957178,-0.0555007544627009,0.078481304615727
-0.0941894564429279,0.0483357908362551,0.1058593194937322,0.0541706028677255
0.0743334914185095,0.0671990185435003,0.1217764546447578,-0.0268329141182705
0.1334325165631984,-0.0087811242343443,-0.0342531364682105,-0.0859569765171254
