x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,trajectory
-0.3716597183347515,2.450025556786585,-1.1518377902725752,1.2457351281083082,-0.7927115487615642,1.1308733539565186,0.5619495616409014,1.0938154720040076,-0.36316233397946246,-0.9135131126658738,-0.7122591695394376,0.9317258819945861,0.4068092833103819,0.7019165729678924,1.0
2.5243727034917263,-0.8194011883994015,1.0463623333345602,-0.8579118855269857,1.4568740196275927,-1.03621511325216,0.5619495616409014,1.0938154720040076,0.57877029541296,0.8656074928371462,0.9935178690987919,-0.8154906162228938,0.5007231454049133,0.11367604752715353,1.0
2.6975954842613934,-0.036953988551009564,1.4085696002225923,-0.8607898822752009,1.8237199059076479,-0.715607683685546,0.5619495616409014,1.0938154720040076,0.4295524983437209,0.9868700780956234,0.9681849768965364,-0.9030418878250708,0.16151609504794925,-0.2502355900183929,1.0
2.5224473134534136,0.7032274431212091,1.8087849637084312,-0.705485161571162,2.079536496281517,-0.3017256733174867,0.5619495616409014,1.0938154720040076,0.5803393591645517,0.9718141160052198,0.8733588354764876,-0.8143747467870535,-0.23574843357484485,-0.4870773496018403,1.0
1.8501301882506334,-1.921758940074981,0.6402056101976187,-0.7779830973073983,0.8651194038732275,-1.3262990487628152,0.5619495616409014,1.0938154720040076,0.9612393162169582,0.5973603478051339,0.7611727083477499,-0.275715391225725,0.8019729514579214,0.6485492333405007,1.0
-1.103541919515309,2.366027433946878,-1.4536325753934498,0.7702394193369059,-1.0961244271398147,0.8902959734930033,0.5619495616409014,1.0938154720040076,-0.8928083674780931,-0.9931441757531885,-0.8894427266566322,0.4504366980621165,0.11689587746161087,0.45704664531928846,1.0
-0.5402124131579439,1.5487821852183041,-1.770190076124441,1.4106681581560614,-1.3551627038500225,1.0419972263678032,0.5619495616409014,1.0938154720040076,-0.5143181686626067,-0.9801868411420888,-0.9768410162728309,0.8575994527654168,-0.19807512830210092,0.21396642009217887,1.0
1.1608343397389858,-1.8945131995538065,-0.005058782137948616,-1.4662454501370046,0.2808982720971657,-1.7496268495456284,0.5619495616409014,1.0938154720040076,0.9171359744680871,-0.005058760561193965,0.2772188262374021,0.39857446523387857,0.9999872043889284,0.9608068080418442,1.0
1.271669575516369,0.6715884625496833,2.61544390437695,0.1071581111289954,2.2554444325846412,0.3990860001094736,0.5619495616409014,1.0938154720040076,0.9555941874831803,0.5022067139454571,0.7746416331091066,0.2946858477232332,-0.8647476027536045,-0.6324004587712253,1.0
-1.4712860924705422,2.206866001081714,-1.5587622272631874,0.5442180719040322,-1.2293396781463095,0.7715871946059628,0.5619495616409014,1.0938154720040076,-0.9950529409207974,-0.9999275910980888,-0.942267891997879,0.09934608580549141,0.012033809071662922,0.3348600001640587,1.0
