x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,trajectory,computed_value
1.930148026352288,1.027480520958983,1.1975157282691131,1.2065041983965437,1.931631819679248,0.7780223563655903,0.6078461517407288,0.8939725329232231,0.9361250065276372,0.9311360156797098,0.9356021744463328,-0.3516674169632884,0.3646720722842854,-0.3530560453685702,4,0.8407383579172367
2.119489422791285,0.7642491693906879,1.4530200193497742,1.2014417779843758,2.068680541899536,0.5222181878157277,0.6078461517407288,0.8939725329232231,0.8532068958421584,0.9930723841552372,0.8785949581780965,-0.5215726151624416,0.1175042119595429,-0.4775676909758749,4,0.840738147010487
2.2706140978214697,0.4889237106485471,1.7389118661013878,1.1518053284968652,2.163932795826044,0.2722510557729958,0.6078461517407288,0.8939725329232231,0.7649595697124377,0.985901834207812,0.8291915856823803,-0.6440783001354432,-0.1673247540134804,-0.5589645017651298,4,0.8407386679594994
2.368057229350648,0.2081599035546588,2.0495845570193407,1.037625832621193,2.2065139114182992,0.0394492593503584,0.6078461517407288,0.8939725329232231,0.6986690015520233,0.8875538414648636,0.8046458341698969,-0.7154450546829567,-0.4607040031310383,-0.5937550686546018,4,0.8407381278646757
2.3899793248621104,-0.066132438595095,2.360143873332058,0.8356491480005196,2.184766949618113,-0.1595046114947333,0.6078461517407288,0.8939725329232231,0.6828183270885545,0.7043086382598867,0.8173669219970998,-0.7305882097269212,-0.7098938949395917,-0.5761174488114268,4,0.8408105457235148
2.3189086110012687,-0.3141517457845733,2.6125686370378505,0.5320630346499945,2.097431347249988,-0.3078072815039342,0.6078461517407288,0.8939725329232231,0.7329743046868404,0.5046910151475668,0.8645032918415869,-0.6802563257102743,-0.8633000516792053,-0.5026271564440783,4,0.8408200321915341
2.1674415371712654,-0.5166576208752145,2.738537275067815,0.1502459635447974,1.9671323432659025,-0.4064325821704295,0.6078461517407288,0.8939725329232231,0.8272252236550122,0.3922307102340983,0.922481630691008,-0.5618704738184015,-0.9198668762104952,-0.3860409836243541,4,0.8407385095872617
1.97534791169992,-0.6727612195662012,2.722944021823505,-0.2576453479245932,1.8244523463139304,-0.4788617319657033,0.6078461517407288,0.8939725329232231,0.9192789887149478,0.4065261617214233,0.968001434555128,-0.3936065813819973,-0.9136391409282152,-0.2509446606310134,4,0.8407207180552709
1.7729485419052202,-0.7948172240045374,2.5981209097573617,-0.6554713991005188,1.6833775331468306,-0.5473460155093985,0.6078461517407288,0.8939725329232231,0.979636729187679,0.5171106320570809,0.9936694266467784,-0.2007781831436529,-0.8559185675130119,-0.1123435380761293,4,0.840737578997308
1.5723922209036665,-0.8941202803412724,2.39861270460077,-1.0296472894447204,1.5449373412024965,-0.6222245118859123,0.6078461517407288,0.8939725329232231,0.9999987265612672,0.6764855131377666,0.9996656750625876,-0.0015958934313453,-0.736455939289468,0.0258561037602522,4,0.8407399056776258
1.3763834519273834,-0.97779865031471,2.1469944826102343,-1.3756564850762427,1.4061853317611268,-0.7065243322773588,0.6078461517407288,0.8939725329232231,0.9811612656541816,0.838540101396855,0.9864821756823956,0.1931905038553505,-0.5448398832219905,0.1638685969334177,4,0.8407368556973601
1.1839113387537028,-1.0501365275878465,1.8560111434780224,-1.689857319351145,1.2634756238213332,-0.8004309812689383,0.6078461517407288,0.8939725329232231,0.9260888620705844,0.9596012332043696,0.9531474933809854,0.3773054724607243,-0.2813635961396804,0.302505960043012,4,0.8407389307105959
0.992557931810123,-1.1137254742150222,1.5324279673774603,-1.96606190486574,1.1130803672615783,-0.9031827524151546,0.6078461517407288,0.8939725329232231,0.8374267532544335,0.9992640247921136,0.8970641548046775,0.5465495704268171,0.0383589462350872,0.4419003305775745,4,0.8407407974873842
0.7995265111548177,-1.169989397432086,1.1802628697970732,-2.194011345501409,0.9512820350998248,-1.0134373351712296,0.6078461517407288,0.8939725329232231,0.7170261276439749,0.924706114092766,0.8141605742522937,0.6970462913436138,0.380681760213773,0.5806397844905009,4,0.8407384332337628
0.6024793027625823,-1.2193128523634138,0.8039834213265952,-2.359200027707541,0.7747630311678361,-1.1287521137268597,0.6078461517407288,0.8939725329232231,0.566686992757337,0.7201256685558716,0.6995467601840667,0.8239331600558663,0.6938436578127374,0.7145868248967202,4,0.8407381714920722
0.400559987372145,-1.261042742812937,0.4118944685395358,-2.445497318866652,0.5816362638813815,-1.2446238714137523,0.6078461517407288,0.8939725329232231,0.3899340637492697,0.4003460681844836,0.5493918761749358,0.920842780244261,0.9163640246589916,0.8355648187860617,4,0.8407427070015989
0.1950547160640499,-1.293735785508458,0.0177588091050603,-2.441994387744561,0.3726049622109704,-1.3541035702216475,0.6078461517407288,0.8939725329232231,0.1938202137394645,0.0177578756714855,0.3640428797923665,0.9810370659388912,0.999842316493774,0.9313821888314596,4,0.8407433892148669
-0.0115026063832005,-1.315830358408878,-0.3624173100427499,-2.350213402840126,0.1506507090348731,-1.4491718478879192,0.6078461517407288,0.8939725329232231,-0.0115023527333257,-0.3545355546256594,0.1500815030643144,0.9999338457526068,0.9350425340626362,0.9886736278661206,4,0.8407384522920462
-0.2173662089725467,-1.3262168747500327,-0.7163081703618577,-2.1837529398867046,-0.0810588735768758,-1.5229818208187078,0.6078461517407288,0.8939725329232231,-0.2156585591935437,-0.6566046460318554,-0.0809701359594208,0.9764688350616034,0.7542349360838317,0.9967165279469952,4,0.8407363689435424
