x1,x2,x3,x4,x5
1.7383987119804318,0.5597338104372992,1.524470633694915,0.9505374304147256,1.3914429116293383
1.9422727301284504,-0.2290851321930185,1.9191911588202868,0.9505374304147256,1.3914429116293383
0.4421780173134168,0.275247304460343,0.2021819015734731,0.1771275958084555,0.4333218162920262
4.021434541936541,0.3812426158680994,2.308467188373318,3.475907883613865,1.1272136284188206
0.5241408419629572,-0.3593459542924849,0.4257558335038825,0.1771275958084555,0.4333218162920262
-0.4870230758796587,0.5536874927896442,0.0162970384120693,3.475907883613865,1.1272136284188206
-1.5754895789948735,-0.0287239243578316,1.931795241575536,0.6103830443802734,0.8937672675769993
1.5500369851776132,0.5420589780468155,1.198646799492801,0.9505374304147256,1.3914429116293383
-1.5662445357660948,-1.0247456436111742,2.57904375402152,0.4515675094197605,0.84371060352143
1.18239706986501,-1.9338732633946527,1.4108249938148365,0.4515675094197605,0.84371060352143
1.1361275692087065,1.0365668333612184,0.9558656620726508,0.6103830443802734,0.8937672675769993
1.3757476282264578,0.3441646670976853,0.9304126462183756,0.9505374304147256,1.3914429116293383
0.4011397756232964,0.1451049442290677,0.1044886641491852,0.1771275958084555,0.4333218162920262
-0.446152712839627,-0.621099634814249,0.0615638238598179,0.6103830443802734,0.8937672675769993
-1.6366624575142814,0.3478500911689655,2.8287760623932923,0.4515675094197605,0.84371060352143
1.545020030827828,-1.1395283606012216,2.5059258921441807,0.4515675094197605,0.84371060352143
0.5569540169666816,0.3472999751047049,0.5258930284635617,0.1771275958084555,0.4333218162920262
1.5668164667911388,0.2160430680089812,1.9094701405047128,0.6103830443802734,0.8937672675769993
2.131263939914333,1.1397347522930277,0.6355733090745002,3.475907883613865,1.1272136284188206
1.6935759392213607,-0.57295963048781,1.4435528293004798,0.9505374304147256,1.3914429116293383
1.3429890007704963,-0.2702921939622235,0.8835644682004012,0.9505374304147256,1.3914429116293383
-1.2285788935978912,-1.893365472498972,1.5341105807638529,0.4515675094197605,0.84371060352143
0.5747192674115872,-0.3269395868044635,0.5826443188200425,0.1771275958084555,0.4333218162920262
0.4139865869597602,-0.1990537316184616,0.1340487745458153,0.1771275958084555,0.4333218162920262
3.7528270197883686,-0.8745155894926427,2.00808161822176,3.475907883613865,1.1272136284188206
2.765487528657546,-1.2404393150763764,1.0823106343554143,3.475907883613865,1.1272136284188206
1.5853373890657472,-0.9627178275493656,0.3437084038856306,3.475907883613865,1.1272136284188206
1.5037395604028718,-0.5095299187157533,1.1242772789696442,0.9505374304147256,1.3914429116293383
-1.2223119298636989,-1.0129505584366192,1.1223683233557415,0.6103830443802734,0.8937672675769993
-1.4331486827069284,1.5455854882797575,2.137020405503429,0.4515675094197605,0.84371060352143
1.3239894738617084,-0.940279849414163,1.3344495161223229,0.6103830443802734,0.8937672675769993
-0.6092454416907671,-1.933052711523897,0.2738051063146683,0.4515675094197605,0.84371060352143
