x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,trajectory,computed_value
0.5508553409417907,1.4299709362545456,1.4791008532431311,1.556551062648189,0.4724480534562916,0.9952447513428546,0.4433769475080209,1.1583646556681098,1.5553791437505968,1.6397204562268128,1.7406102271675812,1.4620046041508676,5,0.023336394057506288
0.5563888121059146,1.4323799230248373,1.4854974906250096,1.5651341831757968,0.4815064026742671,1.0091114216173347,0.42923868137931,1.158656939118108,1.5536409445866066,1.6414379677950357,1.7406102271675812,1.4620046041508676,5,0.023336393263353437
0.5620163177906479,1.434718307019904,1.4919156119224897,1.573734306821571,0.4906023837800182,1.0229828845841111,0.4151750738883091,1.158931669908409,1.5518696259600877,1.643126700155478,1.7406102271675812,1.4620046041508676,5,0.023336392547770465
0.567739511255278,1.4369864788922968,1.4983564101497946,1.5823529025726677,0.4997377203102693,1.036856966517243,0.4011892374287385,1.159187531830432,1.550064455904802,1.6447877628151792,1.7406102271675812,1.4620046041508676,5,0.02333639232066848
0.5735600350541411,1.4391847953655763,1.5048210430184026,1.590991394931146,0.5089141061563524,1.0507315385197673,0.3872842991475645,1.1594232059501297,1.5482247009639587,1.6464222099149746,1.7406102271675812,1.4620046041508676,5,0.02333639231462201
0.5794795934455389,1.4413135989329091,1.5113106863247947,1.5996512297674998,0.5181332816523481,1.064604414977823,0.3734635411299158,1.159637311384932,1.5463495941060603,1.6480310928976627,1.7406102271675812,1.4620046041508676,5,0.023336392393890036
0.585499938799577,1.443373214778336,1.51782652282244,1.608333860774396,0.5273970188393148,1.078473367665629,0.3597303825211789,1.159828413296446,1.544438339932999,1.649615451080141,1.7406102271675812,1.4620046041508676,5,0.02333639247494744
0.5916228719805755,1.4453639513270993,1.5243697420129785,1.6170407493036183,0.5367071216808036,1.09233612239582,0.3460883847039878,1.159995020937321,1.542490114101034,1.6511763123582313,1.7406102271675812,1.4620046041508676,5,0.023336392462399803
0.5978502440817736,1.4472861017140255,1.5309415397511947,1.6257733641481662,0.5460654271732612,1.1061903487073597,0.3325412678270616,1.1601355813566976,1.5405040613241805,1.6527146952810947,1.7406102271675812,1.4620046041508676,5,0.02333639248579005
0.6041839553593744,1.4491399448713338,1.53754311749559,1.6345331807876924,0.5554738045315487,1.1200336569931009,0.3190929137491849,1.1602484783968166,1.5384792954412936,1.6542316099159982,1.7406102271675812,1.4620046041508676,5,0.023336392712355564
0.6106259523968849,1.4509257477538573,1.544175681359839,1.6433216804541342,0.5649341532516466,1.133863595531725,0.3057473655957259,1.1603320330288287,1.536414900424169,1.6557280599159456,1.7406102271675812,1.4620046041508676,5,0.023336392899642976
0.6171782319236806,1.4526437658192533,1.5508404411014274,1.6521403491918931,0.5744484052785799,1.1476776366641583,0.2925088547458956,1.160384493159171,1.5343099266471345,1.657205043280035,1.7406102271675812,1.4620046041508676,5,0.02333639310692911
0.6238428391799642,1.4542942437354665,1.5575386096891255,1.6609906773919074,0.5840185238845398,1.1614731773978568,0.2793817976779501,1.1604040349231293,1.5321633917004152,1.6586635527970428,1.7406102271675812,1.4620046041508676,5,0.02333639323802677
0.6306218668589179,1.4558774184813048,1.5642714006849872,1.6698741571609086,0.5936465024322171,1.1752475248175491,0.2663708173134841,1.160388754956411,1.5299742787487265,1.660104578660223,1.7406102271675812,1.4620046041508676,5,0.023336393364371027
0.6375174538251229,1.4573935200854016,1.571040027043084,1.6787922810039249,0.6033343632123472,1.1889978935788053,0.2534807463049837,1.160336669367941,1.5277415365938578,1.6615291086508062,1.7406102271675812,1.4620046041508676,5,0.02333639350947808
0.6445317839807548,1.4588427738185512,1.5778456990418015,1.6877465397048657,0.6130841562435111,1.202721395952438,0.2407166414576539,1.160245708579097,1.525464078684026,1.662938129823179,1.7406102271675812,1.4620046041508676,5,0.023336393728218857
0.6516670862572359,1.4602254001943538,1.5846896242912138,1.6967384223330462,0.6228979592658276,1.216415041854946,0.2280837836506541,1.1601137173551754,1.5231407831244193,1.664332628511199,1.7406102271675812,1.4620046041508676,5,0.02333639370106571
