adjusted_value
3.95836868609513e-16
-2.37318524109309e-8
-7.41639214172926e-8
-1.14805038312582e-7
-1.36167062759626e-7
-1.52283237598286e-7
-1.62471683419155e-7
-1.67344839289235e-7
-1.66990054266432e-7
-1.61229861883823e-7
-1.52229640890440e-7
-1.37123067908957e-7
-1.23136796787219e-7
-1.11626897080922e-7
-9.96986592911648e-8
-8.82242004430619e-8
-7.72659326634692e-8
-6.72683252067280e-8
-5.87961153665886e-8
-5.15609617136653e-8
-4.61360824785640e-8
-4.21638823286603e-8
-3.92989774987264e-8
-3.78582706315655e-8
-3.82986284602982e-8
-4.11528542712451e-8
-4.64766402006897e-8
-5.40121948490376e-8
-6.33831926747156e-8
-7.37866299018143e-8
-8.38824555690898e-8
-9.36968234101249e-8
-1.03835133192943e-7
-1.14031010059346e-7
-1.24009145904683e-7
-1.33495802777218e-7
-1.42201684884874e-7
-1.49891864893370e-7
-1.56452923796689e-7
-1.61918469200541e-7
-1.66526368319631e-7
-1.70008458828406e-7
-1.71836162735226e-7
-1.72019615443113e-7
-1.70772530464940e-7
-1.68377913744939e-7
-1.65274624737350e-7
-1.60352401588765e-7
-1.53837956962876e-7
-1.46177429490044e-7
-1.38173332372354e-7
-1.29833165267063e-7
-1.20438877323655e-7
-1.10193887525562e-7
-9.94408983710093e-8
-8.86945150740653e-8
-7.86571654637701e-8
-6.94305893793324e-8
-6.09921317573056e-8
-5.34804909336466e-8
-4.68714828590309e-8
-4.09053654497756e-8
-3.51261234178646e-8
-3.03502121315675e-8
-2.70015373837924e-8
-2.51130107670888e-8
-2.45790516371116e-8
-2.50993159989455e-8
-2.63374712932002e-8
-2.89605271853685e-8
-3.30859874540605e-8
-3.86057722728883e-8
-4.52495365398610e-8
-5.25126048726499e-8
-6.00735715882344e-8
-6.86862213146072e-8
-7.83203272887531e-8
-8.87566117189371e-8
-9.95569909911825e-8
-1.09960295217093e-7
-1.19854261234309e-7
-1.30112329878378e-7
-1.40609725847413e-7
-1.51026443533400e-7
-1.60743494484450e-7
-1.68720905336024e-7
-1.75378212501728e-7
-1.81563713918945e-7
-1.87171330848603e-7
-1.91890294931852e-7
-1.95083838571906e-7
-1.95805327265626e-7
-1.95733996802174e-7
-1.95904450623133e-7
-1.96348843480959e-7
-1.96731748359071e-7
-1.96171399708683e-7
-1.93023979772232e-7
-1.84978132552499e-7
-1.75129601746627e-7
-1.65390827664064e-7
-1.55956132033381e-7
-1.46764084007318e-7
-1.37363083726184e-7
-1.26748332417364e-7
-1.13421959223992e-7
-9.96730874377789e-8
-8.69320985211688e-8
-7.54144518915162e-8
-6.51355159152450e-8
-5.58183542787192e-8
-4.67842859344293e-8
-3.69949461988683e-8
-2.78715626749472e-8
-2.02949804587872e-8
-1.44070808106061e-8
-1.02993239500258e-8
-7.99893223822890e-9
-7.45470100956573e-9
-8.52443325794321e-9
-1.10365574510312e-8
-1.48778938002270e-8
-1.99916853680706e-8
-2.64307645014153e-8
-3.44286055493430e-8
-4.44891043594426e-8
-5.73142134926203e-8
-7.10220540165438e-8
-8.44675242319225e-8
-9.74046263028252e-8
-1.09906184976883e-7
-1.22531811460396e-7
-1.36532332709405e-7
-1.53698741663969e-7
-1.70353222581151e-7
-1.84356067524524e-7
-1.95392461758820e-7
-2.03677609914396e-7
-2.10212788871299e-7
-2.17096363516164e-7
-2.27289734207406e-7
-2.35649662148907e-7
-2.39339921419645e-7
-2.38176504084552e-7
-2.32688512883011e-7
-2.24443616586930e-7
-2.16442109297926e-7
-2.12804891507853e-7
-2.07439739570074e-7
-1.97177928816195e-7
-1.82106195812540e-7
-1.63114383818927e-7
-1.42252935071763e-7
-1.23164216934890e-7
-1.10720438304652e-7
-9.85934747053240e-8
-8.36382754160594e-8
-6.61434482644565e-8
-4.71411398645988e-8
-2.87421090193666e-8
-1.45391730250629e-8
-9.25084312755900e-9
-7.09075064796143e-9
-5.17505114968396e-9
-3.65280624179508e-9
-3.18317231826009e-9
-5.18541072831796e-9
-1.21387414614623e-8
-2.73167779075844e-8
-4.62827214340510e-8
-6.65915493220672e-8
-8.78156400580390e-8
-1.09684275661645e-7
-1.32195851410220e-7
-1.55751458247077e-7
-1.81076715159766e-7
-2.06044578220798e-7
-2.29101602132516e-7
-2.49270370401584e-7
-2.65421362523424e-7
-2.76228632919715e-7
-2.80111529237311e-7
-2.75431128373476e-7
-2.63973981054985e-7
-2.46575356512581e-7
-2.23233737107711e-7
-1.93807317844727e-7
-1.57847183825415e-7
-1.14383201295095e-7
-6.24401216270120e-8
-1.10151461070257e-8
3.28248462189926e-8
6.35770056209647e-8
7.51897327942398e-8
6.12631813169772e-8
1.53163698204863e-8
-7.00337834123787e-8
-2.17711541114571e-7
-4.49033020552298e-7
-7.84417563176977e-7
