x1,x2,x3,x4,trajectory
0.0702493255782255,0.34985912090223903,-0.006974962470535223,-0.06232738419297576,1.0
-0.10403279740032532,-0.2888902964420043,-0.008943970448171915,0.04464730420317592,1.0
-0.051009800019498036,-0.1623368942813451,-0.05150673524751741,-0.26936678516934986,1.0
-0.05010076460137659,-0.2894939125827185,-0.031350788985500484,-0.06444523177773692,1.0
-0.0680134685960099,-0.07027415081670137,-0.07246439837367162,-0.30294788411889056,1.0
-0.03456544857282664,-0.25307515291990673,-0.025517350231832717,0.17343570631158192,1.0
-0.08708416718478595,-0.17436938448305564,0.014930954440908424,0.25898446294134425,1.0
0.028217053906517634,0.17546981185846308,-0.03793038296642301,-0.27653518096576785,1.0
-0.012835787389223998,0.12084548491775289,-0.09897678240006076,-0.28765588380570856,1.0
0.019497674092459116,-0.060922525843264276,-0.029766218009355278,-0.31794932592440506,1.0
-0.02924897245157174,-0.19948065468954523,-0.04236378122026834,-0.24244715181900833,1.0
0.019885505317716375,0.3662926778127241,0.048740668624002385,0.041310658567285594,1.0
0.10054503516386748,-0.30528696741564404,0.1058566423970308,0.06083008873685647,2.0
-0.05052006449488335,0.33224090837937914,-0.19232518722577185,0.061964301427352556,2.0
0.0758571111968254,0.33063733226532954,-0.12292055489027602,0.1453222205111275,2.0
-0.10201821358186396,0.24001975441353463,-0.12819576280038525,-0.22534920841797978,2.0
0.25087453730205816,-0.13061672748165323,-0.011682363161245865,0.25657768815644116,2.0
-0.21951917957848174,-0.1688026333465355,0.02729652281699725,-0.2581579347438389,2.0
-0.11978442153130552,0.1837844671101712,0.026953369010360474,-0.2846477180889744,2.0
0.1390588025581618,0.27537115106151594,0.0048862182008439356,0.19771669675113498,2.0
0.22702609099559865,-0.26149454934267685,0.07960940277759466,0.14067090905638371,2.0
-0.0040898340395966945,0.2515753492210958,-0.24313773480699657,-0.13854627502663364,2.0
-0.0010759356136184704,0.34016388446022994,-0.1809664560532941,-0.09375393111225816,2.0
0.031639199263001516,-0.043550160779132686,0.15054132391466143,0.32478186238749884,2.0
0.004609985742310085,-0.35389159037813117,-0.12725749587713447,0.045305158378905114,3.0
-0.10071929088058346,0.34283488625459085,0.1376533660819105,0.2152189775105883,3.0
-0.08493809991080678,0.428174970778339,0.16885723689249443,0.011550548247388388,3.0
0.27050640267627996,-0.1076519822470979,0.023272623285013963,-0.32040376787575386,3.0
-0.1575894596952032,-0.34671722571026037,-0.12485018596188095,-0.04289027199282354,3.0
0.07820039719099389,-0.16084970008020702,-0.2549181289619457,0.2743386206466796,3.0
0.16120012621062976,0.13213208681123698,0.025195371794367764,-0.3516129073357294,3.0
-0.005504847235049275,0.2761258954895151,0.2989471408262297,-0.14633388911918632,3.0
-0.09766027706174188,-0.28579967182605726,-0.14474258038045357,-0.22529798228192696,3.0
0.37002761074173746,-0.24740458707683893,-0.0770358710981732,-0.16318672356527927,3.0
0.23034657290352614,0.049983987249253195,0.14224352764854378,-0.3033608457015091,3.0
-0.22376662493131427,0.311695959723558,0.08685592742283325,0.08511395860340615,3.0
0.2700387923365688,-0.32373039257890995,0.000745146439538269,0.013378359654557664,4.0
-0.13240672259396885,0.3000226783471702,-0.17888740468160946,0.1457570779496332,4.0
-0.16990576638969188,0.33212438684185075,-0.1061981946631882,0.09001198444503908,4.0
0.06238827881276988,0.10548976767279669,0.23319624663876448,-0.28959818143543514,4.0
0.27961532982174675,-0.3001078864915276,-0.020548237880116917,0.1163751425143563,4.0
0.2824473556700786,-0.32006472455898033,-0.017135532803149223,-0.001921037693277422,4.0
-0.005788247117334438,0.17550189888839166,0.23746216231608458,-0.26396202077682673,4.0
-0.1924002226250895,0.34043616800790133,-0.02271338275004419,0.03122908411326342,4.0
0.274300333028521,-0.3123494532032722,0.03834114148872847,-0.0756360730927309,4.0
0.12728777273299255,0.0333489615462517,0.22019510564132672,-0.29402447347050414,4.0
-0.06507019983028259,0.24107161347361428,0.23062101169331645,-0.21229553572720708,4.0
-0.03168183362518854,0.18175053955889828,-0.23828327819289086,0.25715426340549125,4.0
-0.08192854830169038,0.22153009585351469,-0.159086820825089,-0.027391438349383096,5.0
0.15436409474476334,-0.17495558456298405,0.09739939204002789,0.1357060810676862,5.0
-0.1406395912115802,0.0668934474765944,0.03383835119365487,-0.2229954806791951,5.0
-0.1406839631538081,0.10465038276909754,-0.032284659688999864,-0.20593338684287893,5.0
0.11392375607245439,-0.20237306169337546,0.1508687875821357,0.02460998174378188,5.0
-0.12625970719376686,0.1328690125500316,-0.10307511750902495,-0.1751580465071631,5.0
0.09634310006036279,-0.20814240823390653,0.11467055434211133,0.09833964212400234,5.0
0.13429812135986707,0.15235152378679107,-0.05249555845493299,0.174447914439575,5.0
-0.0026345933339591092,-0.1630899873121085,0.1748758806610205,-0.13227384074598658,5.0
0.15064518023092238,0.11539562241240961,0.009150331066847511,0.19304402808017534,5.0
-0.07579531032433658,0.2159594978925329,-0.1412884316296096,-0.09726484787571803,5.0
0.05754413405267045,-0.16163786694237867,0.1221679014945575,0.177383548968017,5.0
