x1,x2,trajectory,computed_value
0.0,0.0,0,-2.73128372696441e-09
-2.9667630778888577e-05,0.0094340255774044,0,-2.741612067777789e-09
-0.0001186646552958,0.0188669316140584,0,-2.7650967415767976e-09
-0.0002669734710665,0.0282975987315921,0,-2.801673839432887e-09
-0.0004745647438666,0.037724907876371,0,-2.8512347968169666e-09
-0.0007413974126051,0.0471477404818012,0,-2.9136267091583975e-09
-0.0010674186961468,0.0565649786305593,0,-2.9886527771208126e-09
-0.0014525641020807,0.0659755052167214,0,-3.0760728747436098e-09
-0.0018967574374358,0.075378204107767,0,-3.175604247734685e-09
-0.00239991082134,0.0847719603064326,0,-3.2869223319925506e-09
-0.0029619246996213,0.0941556601123889,0,-3.4096616928293563e-09
-0.003582687861349,0.103528191283719,0,-3.543417083798208e-09
-0.0042620774573118,0.1128884431981691,0,-3.68774461974671e-09
-0.0049999590204304,0.1222353070141504,0,-3.842163067303534e-09
-0.0057961864881004,0.1315676758314651,0,-4.006155233280295e-09
-0.0066506022264632,0.1408844448517316,0,-4.179169472232543e-09
-0.0075630370565996,0.1501845115384862,0,-4.360621275340321e-09
-0.0085333102826436,0.1594667757769333,0,-4.549894984580892e-09
-0.0095612297218098,0.1687301400333227,0,-4.746345562676271e-09
-0.0106465917363317,0.1779735095139265,0,-4.949300483860195e-09
-0.0117891812673042,0.1871957923235938,0,-5.1580616778831165e-09
-0.012988771870426,0.1963958996238559,0,-5.371907582932918e-09
-0.0142451257536348,0.2055727457905597,0,-5.590095214639546e-09
-0.0155579938166316,0.214725248571004,0,-5.811862385308419e-09
-0.0169271156922845,0.2238523292405545,0,-6.036429874296926e-09
-0.0183522197899089,0.2329529127587133,0,-6.2630037562101e-09
-0.0198330233404143,0.2420259279246189,0,-6.4907777053919275e-09
-0.0213692324433121,0.2510703075319533,0,-6.718935360166919e-09
-0.0229605421155763,0.2600849885232297,0,-6.9466527348757125e-09
-0.0246066363423494,0.2690689121434413,0,-7.173100634029148e-09
-0.0263071881294854,0.2780210240930435,0,-7.397447106496066e-09
-0.0280618595579214,0.2869402746802471,0,-7.618859927982963e-09
-0.029870301839869,0.2958256189726009,0,-7.836509022650771e-09
-0.0317321553768167,0.3046760169478368,0,-8.049568949601881e-09
-0.0336470498193344,0.3134904336439573,0,-8.257221400859823e-09
-0.035614604128669,0.3222678393085403,0,-8.458657566823691e-09
-0.0376344266401232,0.3310072095472384,0,-8.653080644548162e-09
-0.0397061151282057,0.3397075254714511,0,-8.839708171791204e-09
-0.0418292568735436,0.3483677738451453,0,-9.017774467382966e-09
-0.0440034287315446,0.3569869472308025,0,-9.186532820524207e-09
-0.0462281972028008,0.3655640441344696,0,-9.345257949391977e-09
-0.0485031185052193,0.3740980691498924,0,-9.493248015173974e-09
-0.0508277386478713,0.3825880331017063,0,-9.62982697298377e-09
-0.0532015935065459,0.391032953187667,0,-9.754346548379386e-09
-0.0556242089009966,0.3994318531198932,0,-9.866188303481702e-09
-0.0580951006738695,0.4077837632651061,0,-9.964765574075642e-09
-0.0606137747712989,0.4160877207838386,0,-1.0049525319284407e-08
-0.0631797273251584,0.4243427697685946,0,-1.0119949961836177e-08
-0.0657924447369541,0.43254796138094,0,-1.0175558963875262e-08
-0.068451403763346,0.4407023539874987,0,-1.021591045052357e-08
-0.0711560716032851,0.4488050132948369,0,-1.0240602770125606e-08
-0.0739059059867506,0.4568550124832145,0,-1.0249275739597114e-08
-0.0767003552650741,0.4648514323391803,0,-1.0241611907898834e-08
-0.0795388585028367,0.4727933613869934,0,-1.0217337903509203e-08
-0.0824208455713223,0.48067989601885,0,-1.0176225140735664e-08
-0.0853457372435148,0.4885101406238935,0,-1.0118091012388339e-08
-0.0883129452906221,0.4962832077159922,0,-1.0042799510588474e-08
-0.0913218725801114,0.5039982180602595,0,-9.950261879348323e-09
-0.0943719131752418,0.5116543007983019,0,-9.840437212139553e-09
-0.0974624524360763,0.5192505935721728,0,-9.713332845216611e-09
-0.1005928671219581,0.5267862426470155,0,-9.569004473789442e-09
-0.1037625254954344,0.5342604030323708,0,-9.407556528762201e-09
-0.1069707874276113,0.5416722386021403,0,-9.22914190499555e-09
-0.110217004504923,0.549020922213177,0,-9.033962092287066e-09
-0.1135005201372971,0.5563056358224912,0,-8.822266584921403e-09
-0.1168206696677004,0.5635255706030508,0,-8.594352693843249e-09
-0.1201767804830467,0.5706799270581601,0,-8.35056506751599e-09
-0.1235681721264483,0.577767915134399,0,-8.091294699373881e-09
-0.1269941564107945,0.5847887543331028,0,-7.816978532042866e-09
-0.1304540375336375,0.5917416738203708,0,-7.528098131726207e-09
-0.1339471121933687,0.59862591253558,0,-7.225178938447114e-09
-0.1374726697066655,0.6054407192983942,0,-6.90878887085602e-09
-0.1410299921271907,0.6121853529142471,0,-6.579537055772399e-09
-0.144618354365525,0.6188590822782849,0,-6.238072668536461e-09
-0.148237024310313,0.6254611864777528,0,-5.88508290573992e-09
-0.1518852629506048,0.6319909548928107,0,-5.521291658479415e-09
-0.1555623244993716,0.6384476872957582,0,-5.14745783831313e-09
-0.1592674565181767,0.6448306939486608,0,-4.7643731754637025e-09
-0.1629999000429819,0.6511392956993558,0,-4.372860613322375e-09
-0.1667588897110684,0.6573728240758269,0,-3.973771980819243e-09
-0.1705436538890532,0.6635306213789327,0,-3.5679860389600147e-09
-0.1743534148019781,0.6696120407734728,0,-3.1564060965727217e-09
-0.178187388663454,0.6756164463775809,0,-2.7399580001322342e-09
-0.1820447858068355,0.6815432133504282,0,-2.319587248617657e-09
-0.1859248108174093,0.687391727978226,0,-1.8962572040052993e-09
-0.1898266626655714,0.6931613877585134,0,-1.4709461352750086e-09
-0.1937495348409729,0.6988516014827161,0,-1.0446448444886334e-09
-0.1976926154876148,0.7044617893169673,0,-6.183539450872776e-10
-0.2016550875398672,0.7099913828811738,0,-1.930815417663302e-10
-0.2056361288593925,0.7154398253263192,0,2.3015990935750542e-10
-0.2096349123729512,0.7208065714099896,0,6.503556590706079e-10
-0.213650606211067,0.7260910875701128,0,1.0664919039970115e-09
-0.2176823738475297,0.7312928519968982,0,1.4775582771696855e-09
-0.221729374239713,0.7364113547029666,0,1.8825506311108332e-09
-0.2257907619696853,0.7414460975916599,0,2.280473461202748e-09
-0.2298656873860905,0.7463965945235207,0,2.670343329409371e-09
-0.2339532967467757,0.7512623713809293,0,3.0511904018050307e-09
-0.238052732362144,0.7560429661308936,0,3.4220621522595468e-09
-0.2421631327392078,0.7607379288859759,0,3.782025568578994e-09
-0.2462836327263202,0.7653468219633515,0,4.130169609737008e-09
-0.2504133636585635,0.7698692199419908,0,4.465607830963312e-09
-0.2545514535037662,0.7743047097179536,0,4.787481065699528e-09
-0.2586970270091303,0.7786528905577882,0,5.094959498320377e-09
-0.2628492058484431,0.7829133741500297,0,5.387245404407132e-09
-0.2670071087698495,0.7870857846547858,0,5.663575059802715e-09
-0.2711698517441617,0.7911697587514057,0,5.923220928700393e-09
-0.2753365481136823,0.7951649456842245,0,6.165494297327783e-09
-0.2795063087415179,0.7990710073063753,0,6.389746465874574e-09
-0.2836782421613566,0.8028876181216643,0,6.5953718848706366e-09
-0.2878514547276887,0.8066144653244988,0,6.781808406570288e-09
-0.2920250507664445,0.8102512488378698,0,6.948540174726319e-09
-0.2961981327260238,0.8137976813493738,0,7.095098878419839e-09
-0.3003698013286963,0.8172534883452769,0,7.221064924280317e-09
-0.3045391557223459,0.8206184081426132,0,7.326069554074287e-09
-0.3087052936325348,0.8238921919193102,0,7.409795354170977e-09
-0.3128673115148637,0.8270746037423407,0,7.471977210817134e-09
-0.3170243047076038,0.830165420593898,0,7.512404516151714e-09
-0.3211753675845751,0.8331644323955845,0,7.530920489398242e-09
-0.3253195937082463,0.8360714420306168,0,7.527423581499372e-09
-0.3294560759830338,0.8388862653640425,0,7.501868076630036e-09
-0.3335839068087722,0.8416087312609635,0,7.454264501227121e-09
-0.337702178234334,0.8442386816027654,0,7.384679785038344e-09
-0.3418099821113721,0.8467759713013516,0,7.293237507270262e-09
-0.3459064102481624,0.849220468311378,0,7.1801172286469435e-09
-0.3499905545635187,0.8515720536404888,0,7.045555435147359e-09
-0.3540615072407584,0.8538306213575508,0,6.8898439578510655e-09
-0.3581183608816922,0.8559960785988873,0,6.7133312812379506e-09
-0.3621602086606138,0.8580683455725064,0,6.516419190433805e-09
-0.3661861444782642,0.8600473555603323,0,6.2995655265714655e-09
-0.3701952631157464,0.8619330549184266,0,6.063279783108809e-09
-0.3741866603883668,0.8637254030752157,0,5.808124754761519e-09
-0.3781594332993745,0.8654243725277089,0,5.534713691936735e-09
-0.3821126801935796,0.8670299488357216,0,5.243709455473899e-09
-0.3860455009108207,0.8685421306140974,0,4.935824061871853e-09
-0.3899569969392601,0.8699609295229312,0,4.6118150107776364e-09
-0.39384627156848,0.8712863702558006,0,4.2724859997642465e-09
-0.3977124300423565,0.8725184905259987,0,3.918682700522881e-09
-0.4015545797116856,0.8736573410507807,0,3.5512925892732054e-09
