x1,x2,trajectory
0.9999876383180646,0.0015723505541655,0
0.9998887473564416,0.0047166162792849,0
0.9996909787333692,0.0078595759310395,0
0.9993943590471824,0.0110003590480768,0
0.9989989281903524,0.0141380955503368,0
0.9985047393434568,0.0172719158914833,0
0.997911858967136,0.0204009512112474,0
0.997220366792036,0.0235243334876602,0
0.9964303558067592,0.0266411956891506,0
0.9955419322437932,0.0297506719264816,0
0.9945552155634428,0.0328518976045014,0
0.993470338435774,0.0359440095736855,0
0.9922874467205376,0.0390261462814438,0
0.991006699445118,0.0420974479231697,0
0.9896282687804798,0.0451570565930049,0
0.9881523400151332,0.0482041164342972,0
0.9865791115271176,0.0512377737897264,0
0.984908794753995,0.0542571773510724,0
0.9831416141608827,0.0572614783086046,0
0.981277807206518,0.0602498305000649,0
0.9793176243073392,0.0632213905592208,0
0.977261328799636,0.0661753180639684,0
0.975109196899726,0.0691107756839552,0
0.9728615176621996,0.0720269293277028,0
0.9705185929362132,0.074922948289205,0
0.9680807373198624,0.0777980053939763,0
0.96554827811262,0.0806512771445289,0
0.962921555265862,0.0834819438652529,0
0.9602009213314772,0.086289189846677,0
0.9573867414085852,0.0890722034890871,0
0.9544793930883456,0.0918301774454768,0
0.9514792663968974,0.0945623087638113,0
0.9483867637364124,0.0972677990285757,0
0.9452022998242812,0.0999458545015892,0
0.9419263016304472,0.1025956862620619,0
0.9385592083128906,0.105216510345869,0
0.935101471151274,0.1078075478840217,0
0.9315535534787588,0.1103680252403123,0
0.9279159306120076,0.1128971741481103,0
0.9241890897793829,0.1153942318462884,0
0.920373530047344,0.1178584412142545,0
0.9164697622450704,0.1202890509060704,0
0.912478308887308,0.1226853154836332,0
0.9083997040954525,0.1250464955488981,0
0.9042344935169,0.1273718578751228,0
0.8999832342426437,0.129660675537109,0
0.895646494723171,0.1319122280404241,0
0.8912248546826316,0.1341258014495775,0
0.886718905031326,0.1363006885151346,0
0.8821292477765064,0.1384361887997448,0
0.8774564959315114,0.1405316088030652,0
0.8727012734232469,0.1425862620855585,0
0.8678642149980349,0.1445994693911453,0
0.8629459661258236,0.1465705587686899,0
0.8579471829028082,0.1484988656923025,0
0.8528685319524438,0.1503837331804351,0
0.8477106903248841,0.1522245119137533,0
0.8424743453948627,0.1540205603517645,0
0.837160194758019,0.1557712448481834,0
0.8317689461257007,0.1574759397650165,0
0.8263013172182534,0.1591340275853468,0
0.8207580356568047,0.1607448990247987,0
0.815139838853578,0.1623079531416683,0
0.8094474739007387,0.1638225974456978,0
0.8036816974577938,0.1652882480054781,0
0.7978432756375664,0.1667043295544617,0
0.7919329838907561,0.1680702755955684,0
0.785951606889109,0.1693855285043657,0
0.7798999384072194,0.1706495396308108,0
0.7737787812029646,0.1718617693995319,0
0.7675889468966131,0.1730216874086376,0
0.7613312558486078,0.1741287725270337,0
0.7550065370360564,0.1751825129902371,0
0.7486156279279395,0.176182406494665,0
0.7421593743590527,0.177127960290387,0
0.7356386304027231,0.1780186912723269,0
0.729054258242289,0.1788541260698941,0
0.72240712804139,0.1796338011350352,0
0.715698117813075,0.180357262828687,0
0.708928113287743,0.1810240675056202,0
0.7020980077799579,0.1816337815976572,0
0.6952087020541349,0.1821859816952527,0
0.6882611041891322,0.1826802546274207,0
0.6812561294417665,0.1831161975399977,0
0.6741947001092794,0.183493417972228,0
0.6670777453907579,0.1838115339316574,0
0.6599062012475563,0.1840701739673254,0
0.6526810102627194,0.1842689772412407,0
0.6454031214994407,0.1844075935981312,0
0.6380734903585776,0.1844856836334557,0
0.630693078435236,0.1845029187596648,0
0.6232628533744622,0.1844589812707021,0
0.6157837887260467,0.1843535644047338,0
0.608256863798482,0.1841863724050976,0
0.6006830635120766,0.1839571205794571,0
0.5930633782512671,0.1836655353571574,0
0.5853988037161382,0.1833113543447682,0
0.5776903407731848,0.1828943263798065,0
0.5699389953053222,0.1824142115826289,0
0.5621457780611854,0.181870781406487,0
0.5543117045037409,0.1812638186857357,0
0.546437794658214,0.1805931176821866,0
0.5385250729593811,0.1798584841295992,0
0.5305745680982339,0.1790597352763014,0
0.5225873128680458,0.1781966999259338,0
0.5145643440098637,0.1772692184763087,0
0.506506702057449,0.1762771429563797,0
0.4984154311816895,0.1752203370613119,0
0.4902915790345146,0.1740986761856521,0
0.4821361965923292,0.1729120474545876,0
0.47395033799899,0.1716603497532921,0
0.4657350604083583,0.170343493754351,0
0.4574914238264482,0.1689614019432657,0
0.4492204909531918,0.1675140086420244,0
0.4409233270238513,0.1660012600307446,0
0.4326009996500959,0.1644231141673768,0
0.424254578660785,0.1627795410054691,0
0.41588513594245,0.1610705224099859,0
0.4074937452795426,0.1592960521711842,0
0.3990814821944348,0.1574561360165365,0
0.3906494237872207,0.1555507916207061,0
0.3821986485753363,0.1535800486135677,0
0.3737302363330208,0.151543948586271,0
0.3652452679306441,0.1494425450953517,0
0.3567448251739358,0.1472759036648806,0
0.3482299906431243,0.1450441017866592,0
0.3397018475320275,0.1427472289184528,0
0.3311614794871027,0.1403853864802658,0
0.3226099704464999,0.1379586878486591,0
0.3140484044791294,0.1354672583491099,0
0.3054778656237702,0.1329112352464109,0
0.2968994377282525,0.1302907677331169,0
0.288314204288735,0.1276060169160346,0
0.2797232482890939,0.1248571558007602,0
0.2711276520404628,0.1220443692742648,0
0.2625284970209405,0.1191678540855325,0
0.2539268637154848,0.1162278188242511,0
0.2453238314560395,0.1132244838975611,0
0.2367204782618897,0.1101580815048633,0
0.2281178806803003,0.1070288556106941,0
0.2195171136274294,0.1038370619156612,0
0.2109192502295802,0.1005829678254598,0
0.2023253616647808,0.0972668524179607,0
0.1937365170047331,0.0938890064083777,0
0.1851537830571636,0.0904497321125284,0
0.1765782242085714,0.0869493434081784,0
0.1680109022674418,0.0833881656944921,0
0.1594528763078981,0.0797665358495788,0
