x1,x2,x3,x4,trajectory,computed_value
-0.3477467551420892,-0.1931055186835408,-0.044968631446929,-0.1835200821557214,3,0.9984476757003468
-0.3335934707379598,-0.2816243736901114,0.0779058841811681,-0.0560366835769895,3,0.9984476754422924
-0.2593842157240021,-0.2649149691256826,0.1590520753468326,0.1118534040358217,3,0.9984476774106412
-0.1531385724481373,-0.1656794393108903,0.222730234321857,0.2371610508600018,3,0.998447678151645
-0.0241386310037667,-0.0234952957820926,0.2594982302993938,0.2890692568864669,3,0.9984476780519422
0.1080224714250664,0.1238469868464087,0.232993885859286,0.2628675263316705,3,0.9984476775889829
0.2004417818152811,0.2354014190554458,0.123804861272529,0.1757237917350852,3,0.9984476770421099
0.222857067588383,0.2915411992415018,-0.0322430299766769,0.0622587091273108,3,0.998447676758376
0.1690917303585227,0.2923825928458213,-0.1860829376546507,-0.0570406230597951,3,0.9984476768739683
0.0419550302603703,0.2316115188201171,-0.2756987686617649,-0.1675410575273795,3,0.9984476768444532
-0.1037717917252269,0.119671969262517,-0.25406151290055,-0.2468689080479609,3,0.9984476770651068
-0.2130059836115677,-0.0196062064369531,-0.1629780301943497,-0.2854340722930265,3,0.9984476774438636
-0.272461994851897,-0.1754135630187426,-0.0528204395942732,-0.2581983332607701,3,0.9984476769861433
-0.2763634743723139,-0.2951779871464298,0.0332963919350483,-0.1238725094937061,3,0.998447675165547
-0.2421083128674417,-0.3124027453798857,0.0878700584361133,0.0661893871773954,3,0.9984476759415636
-0.1817751169277769,-0.2299446608609797,0.1381986759305941,0.2325745854152806,3,0.9984476780317185
-0.0945414718604716,-0.0786962990239231,0.1880898398951495,0.3202954758721958,3,0.9984476781927458
0.0116897424823783,0.0919120377311486,0.2090071552397696,0.3166075598248822,3,0.9984476771106456
0.1131163151689969,0.2413695245345897,0.1621316761777586,0.240567931500936,3,0.99844767732436
0.1684462168380448,0.3365506683677334,0.0416055909457744,0.1223085425327234,3,0.998447678142643
0.1512619619042546,0.3654683974860888,-0.1061436503486882,-0.0110263612392302,3,0.9984476779252922
0.0574423623517298,0.3203367448722631,-0.2111126067550573,-0.1460577782569845,3,0.9984476768644642
-0.065404514201146,0.206000152426199,-0.2088943012819634,-0.2563807920528438,3,0.9984476766106412
-0.1563541604496865,0.0541104655701049,-0.135280420493002,-0.322181507919061,3,0.9984476772838902
-0.2036434923161352,-0.1202079674078258,-0.0449482897079563,-0.3207608771916535,3,0.9984476778599803
-0.2788092005089885,-0.0699282894904098,-0.1861587513879225,-0.2130266987023968,3,0.9984476761107876
-0.149668189340713,0.0389891311213975,-0.2970295249401423,-0.1953503611646044,3,0.9984476763262211
0.0199548683256415,0.130559306041092,-0.3364705356176674,-0.1507965961267794,3,0.998447676656933
0.1800086369114586,0.190073661605542,-0.2651340283114122,-0.0738182810243059,3,0.9984476754768408
0.2705346580082242,0.2021654073027522,-0.1149953044152013,0.0254637087250854,3,0.9984476752310546
0.2834411304939677,0.1683873008975159,0.055979729699534,0.1277353048345286,3,0.9984476754656657
0.2197464208933832,0.0876231065286053,0.2079002960906201,0.2116922361824449,3,0.9984476762211414
0.0865822728559611,-0.031686102902284,0.2946568521619233,0.2390543194177825,3,0.9984476760934866
-0.0714674353968698,-0.1461809355159656,0.2995496950833496,0.187671539461423,3,0.9984476771879692
-0.22017291156926,-0.2193052339272869,0.2511515401346827,0.0812330091736861,3,0.9984476770141681
-0.3477751357133032,-0.2295642440857499,0.1551587764448449,-0.0419517634280935,3,0.9984476770318939
-0.4035038627097753,-0.1684644090774601,-0.0108922507365133,-0.1112289327953022,3,0.9984476764243381
-0.3408165158927518,-0.0957108271963189,-0.1881116257704896,-0.1138600990591992,3,0.9984476758861544
-0.1991530712642805,-0.0346390360877248,-0.3192796194611499,-0.1092475652462615,3,0.9984476759717392
-0.0131451021894016,0.0219479002287382,-0.374633073388472,-0.1049350493224946,3,0.9984476767701526
0.1738349557685284,0.0707387424839925,-0.3269681900468737,-0.0764609569421425,3,0.9984476757679039
0.3020250021750812,0.0931629855636903,-0.1886030956315479,-0.0094523147657234,3,0.9984476755193461
0.3481186771694281,0.0782323863321525,-0.0121581256501717,0.0769374271093424,3,0.9984476756145534
0.3115109846436133,0.0228992838415315,0.1624885390788669,0.1536689028266251,3,0.9984476766469182
0.1894640603917058,-0.0668699836009639,0.2914025685962598,0.1770144375293487,3,0.9984476762467852
0.0203351893708937,-0.1482413642808835,0.3365882951963624,0.1195260817499839,3,0.9984476772366333
-0.1507490562910282,-0.1848043549487036,0.3145722390305653,0.0193518651308294,3,0.9984476772004511
-0.3091010072705644,-0.1676564376089862,0.2288200423332566,-0.070006315490891,3,0.9984476775050628
-0.404591123629375,-0.113594877180837,0.0634338191980489,-0.0872190023929804,3,0.9984476767388923
-0.3859375332939554,-0.0726984577229638,-0.129203239005027,-0.049904583783655,3,0.9984476761296546
