x1,x2,x3,x4,x5,x6,trajectory
0.07884726935649426,0.07485532680904855,0.0732283165031897,0.00735408122802398,0.0005078090217828202,0.017497766171415803,1.0
0.051128577130903304,0.04568840140734522,0.05326649042980945,0.0031433883594973204,0.005544642338672429,0.016671625723052853,1.0
0.06292966030666748,0.06857244068918086,0.0621282527359252,0.013383967525583879,0.012526499449063009,-0.000550810553424285,1.0
0.04640878151680583,0.044113933209891945,0.039068102587846966,0.009433380544037993,0.0005595765425323689,0.015366699334652241,1.0
0.04540765513980938,0.04404093624958983,0.0375806444684564,0.010394026766490165,0.000952216524562414,0.014013413130170023,1.0
0.03917081653337213,0.0424927641502035,0.03255774789083423,0.01379435995969264,0.005868085776789619,0.005697210684740343,1.0
0.021962102191684145,0.019453688730350565,0.029258652888659566,0.003530137053691834,0.012261549095958653,0.009567970271572114,1.0
0.07616924152986997,0.07469800184654868,0.06837892492224643,0.010293348076923597,0.0008942940533315739,0.01417201429096743,1.0
0.016573159619367197,0.01350407579207557,0.009858230918981692,0.008547816739854544,0.00040735334714662834,0.016404486334221424,1.0
0.004119487303106318,0.009331390781519034,0.0008687736789075906,0.014009179167791985,0.010169684699888848,0.0011807925535417651,1.0
0.020750171068537313,0.01559545838193176,0.02408248853346859,0.0029144839015278726,0.006761889174544589,0.015683283345150137,1.0
0.027303995099515144,0.03187718483067293,0.0319859155340194,0.010320584191111794,0.016114956776466623,-0.0010758845463558146,1.0
0.067136083699322,0.07177105264543143,0.06240796175708755,0.014125701075166155,0.00849251882942472,0.0027414365166317264,1.0
0.03082132578680167,0.036454796107484276,0.031575717939988986,0.012753072207766667,0.013787310893478328,-0.001180726680022395,1.0
0.08211206347511406,0.07703585651780902,0.08571406287263346,0.0028729627124719024,0.007047316550879671,0.015439377157871035,1.0
0.009754679893213134,0.012319695029637196,0.002491602667439221,0.013427679391453281,0.0047082691226423634,0.007223707907126956,1.0
0.07133598861222236,0.07372718567417774,0.06393666818550833,0.013336993210254436,0.004456226997949342,0.007566436213018825,1.0
0.07265430821330102,0.07411814920624739,0.0647889665090492,0.012754520966648903,0.0033030506474773704,0.00930208480709633,1.0
0.018099701343739925,0.013605950534871614,0.01335297736519122,0.006599750301109328,0.0007830156738312193,0.01797689044628205,1.0
0.028392435886097463,0.03347869035150114,0.031857550683298014,0.011223478721577477,0.015547540529963244,-0.0014113628303181179,1.0
0.07884726935649426,0.07485532680904855,0.0732283165031897,0.00735408122802398,0.0005078090217828202,0.017497766171415803,2.0
0.051128577130903304,0.04568840140734522,0.05326649042980945,0.0031433883594973204,0.005544642338672429,0.016671625723052853,2.0
0.06292966030666748,0.06857244068918086,0.0621282527359252,0.013383967525583879,0.012526499449063009,-0.000550810553424285,2.0
0.04640878151680583,0.044113933209891945,0.039068102587846966,0.009433380544037993,0.0005595765425323689,0.015366699334652241,2.0
0.04540765513980938,0.04404093624958983,0.0375806444684564,0.010394026766490165,0.000952216524562414,0.014013413130170023,2.0
0.03917081653337213,0.0424927641502035,0.03255774789083423,0.01379435995969264,0.005868085776789619,0.005697210684740343,2.0
0.021962102191684145,0.019453688730350565,0.029258652888659566,0.003530137053691834,0.012261549095958653,0.009567970271572114,2.0
0.07616924152986997,0.07469800184654868,0.06837892492224643,0.010293348076923597,0.0008942940533315739,0.01417201429096743,2.0
0.016573159619367197,0.01350407579207557,0.009858230918981692,0.008547816739854544,0.00040735334714662834,0.016404486334221424,2.0
0.004119487303106318,0.009331390781519034,0.0008687736789075906,0.014009179167791985,0.010169684699888848,0.0011807925535417651,2.0
0.020750171068537313,0.01559545838193176,0.02408248853346859,0.0029144839015278726,0.006761889174544589,0.015683283345150137,2.0
0.027303995099515144,0.03187718483067293,0.0319859155340194,0.010320584191111794,0.016114956776466623,-0.0010758845463558146,2.0
0.067136083699322,0.07177105264543143,0.06240796175708755,0.014125701075166155,0.00849251882942472,0.0027414365166317264,2.0
0.03082132578680167,0.036454796107484276,0.031575717939988986,0.012753072207766667,0.013787310893478328,-0.001180726680022395,2.0
0.08211206347511406,0.07703585651780902,0.08571406287263346,0.0028729627124719024,0.007047316550879671,0.015439377157871035,2.0
0.009754679893213134,0.012319695029637196,0.002491602667439221,0.013427679391453281,0.0047082691226423634,0.007223707907126956,2.0
0.07133598861222236,0.07372718567417774,0.06393666818550833,0.013336993210254436,0.004456226997949342,0.007566436213018825,2.0
0.07265430821330102,0.07411814920624739,0.0647889665090492,0.012754520966648903,0.0033030506474773704,0.00930208480709633,2.0
0.018099701343739925,0.013605950534871614,0.01335297736519122,0.006599750301109328,0.0007830156738312193,0.01797689044628205,2.0
0.028392435886097463,0.03347869035150114,0.031857550683298014,0.011223478721577477,0.015547540529963244,-0.0014113628303181179,2.0
0.07884726935649426,0.07485532680904855,0.0732283165031897,0.00735408122802398,0.0005078090217828202,0.017497766171415803,3.0
0.051128577130903304,0.04568840140734522,0.05326649042980945,0.0031433883594973204,0.005544642338672429,0.016671625723052853,3.0
0.06292966030666748,0.06857244068918086,0.0621282527359252,0.013383967525583879,0.012526499449063009,-0.000550810553424285,3.0
