x1,x2,x3,x4,x5,trajectory,computed_value
-0.3196669139603001,0.8369687034873565,-0.2885231056002528,1.154611943157241,0.7971225373756422,2,0.7231144159502653
-0.1260934918919233,0.7861214797246153,-0.3258895136761692,1.154611943157241,0.7971225373756422,2,0.723114415775417
0.0770454738107507,0.7799215025939719,-0.3302041774978334,1.154611943157241,0.7971225373756422,2,0.7231144153161231
0.2739886656630366,0.8215116037705655,-0.3002660705744439,1.154611943157241,0.7971225373756422,2,0.7231144150199105
0.4559311690636958,0.8931939645401263,-0.2427561006292349,1.154611943157241,0.7971225373756422,2,0.7231144150022474
0.6242116691171474,0.9773967977354038,-0.1640426599535841,1.154611943157241,0.7971225373756422,2,0.7231144149426231
0.7821801968948382,1.063481069962402,-0.0678347277362036,1.154611943157241,0.7971225373756422,2,0.7231144148437341
0.9322916298379444,1.145150243183874,0.0436147612501507,1.154611943157241,0.7971225373756422,2,0.7231144147326157
1.076017596430874,1.218243536205773,0.1686118148201435,1.154611943157241,0.7971225373756422,2,0.7231144146627662
1.2141528378141415,1.279670185298385,0.3056072928195947,1.154611943157241,0.7971225373756422,2,0.7231144146475708
1.3470484511980838,1.3269233433090115,0.4530041769023337,1.154611943157241,0.7971225373756422,2,0.723114414640711
1.4747527810196226,1.357856247524328,0.6090549740420816,1.154611943157241,0.7971225373756422,2,0.7231144146372611
1.5970920816192915,1.3705843948473504,0.7717968079213073,1.154611943157241,0.7971225373756422,2,0.7231144146961973
1.7137157416828075,1.3634561436212995,0.9390038573250188,1.154611943157241,0.7971225373756422,2,0.7231144147352594
1.8241213631742863,1.3350672892671371,1.108150340093645,1.154611943157241,0.7971225373756422,2,0.7231144147508547
1.927669125669288,1.2843096501136668,1.276384140694248,1.154611943157241,0.7971225373756422,2,0.7231144147412782
2.023592118964728,1.2104495197562917,1.4405158287912163,1.154611943157241,0.7971225373756422,2,0.7231144146947156
2.111008195565754,1.113233147888153,1.5970318602922848,1.154611943157241,0.7971225373756422,2,0.7231144145692082
2.1889387861251155,0.9930138774766678,1.742144435477541,1.154611943157241,0.7971225373756422,2,0.7231144144297064
2.2563400177210333,0.8508892356615393,1.8718924750412067,1.154611943157241,0.7971225373756422,2,0.7231144143122133
2.3121506646832244,0.6888266396068354,1.9823063749502965,1.154611943157241,0.7971225373756422,2,0.7231144142575684
2.3553588232941576,0.5097453981868922,2.0696406844470543,1.154611943157241,0.7971225373756422,2,0.7231144142318696
2.385084103015607,0.3175157895114296,2.130661602772817,1.154611943157241,0.7971225373756422,2,0.72311441423606
2.400665043573796,0.1168404663189169,2.162952295954593,1.154611943157241,0.7971225373756422,2,0.7231144142711123
2.401735061405523,-0.086994447154158,2.165177563636081,1.154611943157241,0.7971225373756422,2,0.7231144143264886
2.3882684511342096,-0.2884741748383362,2.137243888409188,1.154611943157241,0.7971225373756422,2,0.7231144143925978
2.360583731728978,-0.4822549083062354,2.0803110657816046,1.154611943157241,0.7971225373756422,2,0.7231144144705948
2.31930332795219,-0.6635297991857084,1.996651954475976,1.154611943157241,0.7971225373756422,2,0.7231144145612246
2.2652809128679867,-0.8282958743015403,1.889399344339095,1.154611943157241,0.7971225373756422,2,0.7231144146599239
2.199514503536279,-0.973491719371864,1.7622425322245174,1.154611943157241,0.7971225373756422,2,0.7231144147871179
2.123062701405708,-1.0970138257143294,1.6191343589601523,1.154611943157241,0.7971225373756422,2,0.7231144149257025
2.0369753731125293,-1.197644245862234,1.4640491086395675,1.154611943157241,0.7971225373756422,2,0.7231144150570189
1.9422429755982844,-1.2749290308845702,1.3008077266643572,1.154611943157241,0.7971225373756422,2,0.7231144151695709
1.8397632152855663,-1.32904120472902,1.1329681767764403,1.154611943157241,0.7971225373756422,2,0.7231144152984826
1.73032076701241,-1.3606512316583177,0.9637690171688452,1.154611943157241,0.7971225373756422,2,0.7231144153931293
1.614574728222674,-1.3708179326386176,0.7961116458363602,1.154611943157241,0.7971225373756422,2,0.7231144154307035
1.4930483997105528,-1.3609058600865749,0.6325683757094344,1.154611943157241,0.7971225373756422,2,0.7231144154282155
1.3661158829660014,-1.3325321573002615,0.4754069627099035,1.154611943157241,0.7971225373756422,2,0.7231144153228076
1.2339790926073886,-1.2875465487462356,0.3266261829433631,1.154611943157241,0.7971225373756422,2,0.7231144150584004
1.09662626658928,-1.2280532342230015,0.1880016247896346,1.154611943157241,0.7971225373756422,2,0.7231144147506761
0.9537577787585808,-1.1564961892361965,0.0611472236528399,1.154611943157241,0.7971225373756422,2,0.7231144145876883
0.8046560546356097,-1.0758586669420576,-0.0523898403068201,1.154611943157241,0.7971225373756422,2,0.7231144145266843
0.6479675000837879,-0.9900968853573598,-0.1509551889196705,1.154611943157241,0.7971225373756422,2,0.7231144145520497
0.4813976197713666,-0.9050897206215316,-0.232419027224043,1.154611943157241,0.7971225373756422,2,0.7231144148194122
0.3016620441519372,-0.8306470967592996,-0.2933675337495149,1.154611943157241,0.7971225373756422,2,0.7231144152259115
0.1067043711952905,-0.7833218878776326,-0.3278441280886628,1.154611943157241,0.7971225373756422,2,0.7231144154200875
-0.0965636618301201,-0.782038411539493,-0.3287367435271047,1.154611943157241,0.7971225373756422,2,0.723114415511062
-0.2922197056879784,-0.827449366755419,-0.2957959033901871,1.154611943157241,0.7971225373756422,2,0.7231144159456089
-0.472705238018533,-0.9009879756319013,-0.2360104917888108,1.154611943157241,0.7971225373756422,2,0.7231144161568536
-0.6398528157381279,-0.98574354364033,-0.1554806657889631,1.154611943157241,0.7971225373756422,2,0.7231144163440335
