x1,x2,x3,x4,x5,x6,x7,x8,trajectory,computed_value
3.7284488817717696,1.76021411598143,1.419153421197814,1.5616168185770372,1.3159922977754412,0.5654354584581018,0.3500605115708023,0.4457217067115712,3,1.007227246512623
3.364139633234899,1.947238763623752,1.624787287397745,1.819679402774707,1.213172249345251,0.666412350419324,0.4853769071506136,0.598660333250472,3,1.00722724625484
2.9677622351010804,2.0838920340029587,1.803802555883852,2.082072799438533,1.0878082126289084,0.7342373154487786,0.5898969676926136,0.7333639356902825,3,1.0072272401434528
2.552074405229233,2.171284245366845,1.950485398688404,2.355388293898801,0.9369065207116136,0.7753188106384793,0.6680782640039236,0.8567055945134964,3,1.0072272352477847
2.126053372318045,2.2069531974944305,2.052218040622036,2.644149498367546,0.7542673841756885,0.7916129206584541,0.7189211792766607,0.9723494628900448,3,1.0072272361923096
1.6996352360296714,2.1865372497051454,2.0875011987204,2.948570504921316,0.5304136609979997,0.7823191279503497,0.7359677519800258,1.08132047830457,3,1.0072272365054622
1.2874396587190309,2.1066130878166764,2.0250735218340314,3.25735554516353,0.2526554854431162,0.7450814861688191,0.7056060069779505,1.1809156837269132,3,1.0072272327701066
0.9102741251611696,1.9698345901219587,1.8302904320650293,3.532143791481897,-0.0940094883929827,0.6779495748195921,0.6044746603073216,1.2619049929781303,3,1.007227238389077
0.5928887877616714,1.7910836305310758,1.488414290014506,3.680732025889839,-0.5227484392898074,0.5828208168689587,0.3977113183677208,1.3031116524776247,3,1.007227264227779
0.3692586495750594,1.6116369066052474,1.075672848803584,3.5591019885229995,-0.9962579331325868,0.4772503746717778,0.0729463716460463,1.269508262628564,3,1.0072272578665726
0.2488930505088289,1.482006506184643,0.7550654170275403,3.187076475474103,-1.3907319908146598,0.3933969170023442,-0.2809508884169898,1.159104031216989,3,1.0072272707156538
0.187273640040893,1.3958291298257026,0.5470652339901554,2.716526189592458,-1.6751844160039902,0.3334885970103873,-0.603187225919141,0.9993539278952176,3,1.0072272655765724
0.1540586440624311,1.3334502319075192,0.4090793214353797,2.213886101010244,-1.8704219434563565,0.2877697425392859,-0.8938462018034506,0.7947493880716227,3,1.0072272697990816
0.1382551575320709,1.2843130536479448,0.3140316486835439,1.6989305302737674,-1.9786543334377733,0.2502239868029297,-1.158261506167246,0.529998953256875,3,1.0072272698056162
0.1394108283686983,1.2435243944550824,0.2478920431664936,1.1784714572257544,-1.970330105274401,0.2179496016443585,-1.3947619374045024,0.1642182235214156,3,1.0072272245079061
4.034134102607195,1.5160535144947351,1.186635767272053,1.29908268673772,1.394791682065052,0.4161105863957946,0.1711222170411281,0.2616583898102137,3,1.0072272347201248
4.207610711264033,1.203143432569296,0.924064575728514,1.0231553557539197,1.436894959574207,0.1849376589537303,-0.0789733226303747,0.0228913383465428,3,1.007227264801541
4.083537500475319,0.8619304249781831,0.6668010693391858,0.7643684813439334,1.4069636471890667,-0.1485807250583386,-0.4052635244187429,-0.2687053006634967,3,1.0072272536356226
3.6886001713422094,0.6183691625875408,0.4962268112713256,0.5969343348680414,1.3052470287183948,-0.4806696494019405,-0.7007221759892442,-0.5159481634849085,3,1.007227261339831
3.206472397904896,0.4649281916925622,0.3936637926654077,0.4989493322585812,1.165171391400354,-0.7658723117873836,-0.93225805207545,-0.6952507269459643,3,1.007227258842844
2.6985916626876376,0.3609697517825638,0.3272248309630516,0.439123309838414,0.9927300305143492,-1.018961114235841,-1.1171077878816082,-0.8229750173340079,3,1.0072272652183076
2.180720810113551,0.2862094672781195,0.2829514422404111,0.4052603534335066,0.7796554689904559,-1.25103133316818,-1.2624799782501674,-0.903225570429886,3,1.0072272742726236
1.6582513293475436,0.2305196419907283,0.2557400199484903,0.395920145702809,0.5057636310801005,-1.467419205465683,-1.3635938975961055,-0.9265427403278422,3,1.0072272604828463
1.1346192629319685,0.1885837123251252,0.2476243906176196,0.4228136422183596,0.1262971434957782,-1.6682132734605362,-1.395842234874599,-0.8608237591434056,3,1.0072272379116547
0.6270776837948582,0.1594053978382038,0.2813355588781408,0.5435209548291189,-0.4666848484244352,-1.8363046497225648,-1.2682071623812872,-0.6096870178207461,3,1.0072272682327945
0.2984799952058738,0.1538351718701459,0.4459559285356644,0.8988331102895305,-1.209052366131035,-1.87187356229352,-0.8075351467870474,-0.1066579010211169,3,1.0072272694045314
0.2064397760522312,0.1712618912235471,0.7626818929351281,1.304230910918042,-1.5777465505102244,-1.76456136644876,-0.2709142508370036,0.2656135267527177,3,1.0072272660431323
0.1886302058926976,0.2033382629915006,1.2092349569681975,1.573387345001389,-1.6679667631089163,-1.5928843665562813,0.1899878926751664,0.4532308397901478,3,1.0072272744183834
0.1980429466024881,0.2486562916334031,1.7230689467927205,1.6660812233309423,-1.6192713697746786,-1.3916836909707748,0.5441069722952326,0.5104742960562031,3,1.0072272771578374
0.2211049541333833,0.3081387359755009,2.243383680978787,1.6295812719920924,-1.5091177846154296,-1.1772051559479724,0.8079852979664525,0.4883230934687976,3,1.0072272733960375
