x1,x2,x3
0.1664580622368363,-0.3835324045633581,0.3759278817295954
0.1664580622368363,-0.4470585703401079,0.2975861491476829
0.1664580622368363,-0.4948162557288466,0.208748064269951
0.1664580622368363,-0.5251209486301427,0.1125471322232906
0.1664580622368363,-0.536903791574314,0.0123764658929809
0.1664580622368363,-0.5297491756081627,-0.0882307356554173
0.1664580622368363,-0.5039094679419054,-0.1857258940324791
0.1664580622368363,-0.4602960548717528,-0.2766702027550816
0.1664580622368363,-0.4004472593747344,-0.3578559085304816
0.1664580622368363,-0.3264740486327196,-0.4264194555776593
0.1664580622368363,-0.2409855677041253,-0.4799425148229087
0.1664580622368363,-0.1469971371182866,-0.516537228217962
0.1664580622368363,-0.0478238825602203,-0.5349128391610546
0.1664580622368363,0.0530361976183931,-0.5344212128165244
0.1664580622368363,0.1520256060732326,-0.5150796908250047
0.1664580622368363,0.2456528273172695,-0.4775704815387334
0.1664580622368363,0.3306154793767852,-0.4232165962409017
0.1664580622368363,0.4039167934226784,-0.3539351809921602
0.1664580622368363,0.4629713145716823,-0.2721699031675529
0.1664580622368363,0.5056960951580889,-0.1808047551650775
0.1664580622368363,0.5305841637376675,-0.0830623324438267
0.1664580622368363,0.536757678254055,0.017609832997763
0.1664580622368363,0.5239988890990821,0.1176608724076873
0.1664580622368363,0.4927578196485996,0.213561825236857
0.1664580622368363,0.4441363926684304,0.3019301113954645
0.1664580622368363,0.3798495638907324,0.379648840116892
0.1664580622368363,0.3021648327615885,0.4439767476561253
0.1664580622368363,0.2138222640835891,0.4926448860193109
0.1664580622368363,0.1179378415301321,0.523936652355359
0.1664580622368363,0.0178935619108184,0.5367483362469269
0.1664580622368363,-0.0827818532601469,0.5306280493045429
0.1664580622368363,-0.1805374213989453,0.5057916639582235
0.1664580622368363,-0.2719251476600213,0.4631151992634902
0.1664580622368363,-0.35372164119316,0.404103922289859
0.1664580622368363,-0.4230418092529644,0.3308392549379657
0.1664580622368363,-0.4774406190514914,0.2459053589474664
0.1664580622368363,-0.5149993381739658,0.1522979885070703
0.1664580622368363,-0.5343932110190993,0.053318824714991
0.1664580622368363,-0.5349381850434888,-0.0475409797675166
0.1664580622368363,-0.5166150383585111,-0.1467239392056273
0.1664580622368363,-0.4800700576793708,-0.2407317129674198
0.1664580622368363,-0.4265922427299603,-0.326248497547644
0.1664580622368363,-0.3580678411434903,-0.4002579802068735
0.1664580622368363,-0.2769138174880435,-0.4601497290870706
0.1664580622368363,-0.1859926030725754,-0.503811267257681
0.1664580622368363,-0.0885111334447873,-0.5297025830975668
0.1664580622368363,0.0120922653105833,-0.5369104489169455
0.1664580622368363,0.1122691517734852,-0.5251806319192004
0.1664580622368363,0.2084861283194539,-0.4949268614496323
0.1664580622368363,0.2973494697291815,-0.4472162363721834
0.1664580622368363,0.3757248253632206,-0.3837315862045792
0.1664580622368363,0.4408477725450368,-0.3067121151867247
0.1664580622368363,0.4904213220880656,-0.2188744220167618
0.1664580622368363,0.5226969367060446,-0.1233166810971414
0.1664580622368363,0.536536204652531,-0.023409365012208
0.1664580622368363,0.5314509932658118,0.0773236373704849
0.1664580622368363,0.5076206661435018,0.1753293140221915
0.1664580622368363,0.4658857566733056,0.2671508500839594
0.1664580622368363,0.4077183210678151,0.349549555161906
0.1664580622368363,0.3351700166015576,0.4196190970208461
0.1664580622368363,0.2507997364151516,0.4748880124766984
0.1664580622368363,0.1575833533594662,0.5134068798108331
0.1664580622368363,0.0588087564135263,0.533817078213985
0.1664580622368363,-0.0420401188072322,0.5353987081134339
0.1664580622368363,-0.1414061737911855,0.5180959831536017
0.1664580622368363,-0.2357846115441155,0.4825191978656638
0.1664580622368363,-0.3218465562807671,0.4299232015832744
0.1664580622368363,-0.3965564680884921,0.3621631379013509
0.1664580622368363,-0.4572792111646812,0.2816290108196362
0.1664580622368363,-0.5018729991651899,0.1911613855284732
0.1664580622368363,-0.5287649393381864,0.0939511972043855
0.1664580622368363,-0.5370065108865569,-0.0065727982822877
0.1664580622368363,-0.5263070207536376,-0.1068649619573021
0.1664580622368363,-0.4970438567979678,-0.2033878319722276
0.1664580622368363,-0.4502491767522171,-0.2927368954104858
0.1664580622368363,-0.3875735027044896,-0.3717606708977924
0.1664580622368363,-0.3112275040316536,-0.4376718663190279
0.1664580622368363,-0.2239040236915964,-0.4881456908622305
0.1664580622368363,-0.1286830974922294,-0.5214018539940721
0.1664580622368363,-0.028923316396754,-0.5362673590563171
0.1664580622368363,0.0718566362362143,-0.5322178766546306
0.1664580622368363,0.1701020941102191,-0.5093962385387617
0.1664580622368363,0.2623477866118595,-0.4686073996693577
0.1664580622368363,0.3453400642961404,-0.4112900461704705
0.1664580622368363,0.4161516601544342,-0.339465850602634
0.1664580622368363,0.47228493885871,-0.2556681644047444
0.1664580622368363,0.5117599922234701,-0.1628526626353815
0.1664580622368363,0.5331844736451238,-0.0642930927263072
0.1664580622368363,0.5358027086354893,0.0365341955644468
0.1664580622368363,0.5195223482679366,0.1360728667947863
0.1664580622368363,0.4849176263943087,0.230812037233367
0.1664580622368363,0.4332091055582118,0.3174101091165583
0.1664580622368363,0.3662206258223405,0.3928126339804524
0.1664580622368363,0.2863149750660171,0.4543600477813806
0.1664580622368363,0.1963105497641085,0.499881477821685
0.1664580622368363,0.0993819457531501,0.5277713127673543
0.1664580622368363,-0.0010520146958476,0.537045835017181
0.1664580622368363,-0.1014488700384063,0.5273779179153765
0.1664580622368363,-0.1982674675555349,0.4991085639867603
0.1664580622368363,-0.2880928652787597,0.4532348772266163
0.1664580622368363,-0.3835324045633581,0.3759278817295954
0.2528937508554738,-0.3835324045633581,0.3241524513140318
0.3241408073748261,-0.3835324045633581,0.2529086613834146
0.3759202026192547,-0.3835324045633581,0.1664753656100426
0.4051221083893276,-0.3835324045633581,0.0700436853090945
0.409992690270535,-0.3835324045633581,-0.0305947590669693
0.3902394078795929,-0.3835324045633581,-0.1293957086072703
0.34704863590322,-0.3835324045633581,-0.2204252427834006
0.283014378125805,-0.3835324045633581,-0.2982162114058441
0.2019824841459502,-0.3835324045633581,-0.3580965333314904
0.1088196706148057,-0.3835324045633581,-0.3964698374689843
0.0091212275415231,-0.3835324045633581,-0.4110314556739646
-0.0911250297568133,-0.3835324045633581,-0.4009068302954037
-0.1858983875361683,-0.3835324045633581,-0.3667040326235357
-0.2695068258350426,-0.3835324045633581,-0.3104772585843685
-0.3369288824491888,-0.3835324045633581,-0.2356034499012358
-0.3841152380890643,-0.3835324045633581,-0.1465794727681278
-0.4082319155937375,-0.3835324045633581,-0.0487520405686041
-0.4078304855528109,-0.3835324045633581,0.0520034035712078
-0.3829350573133633,-0.3835324045633581,0.1496355617640865
-0.335040832004075,-0.3835324045633581,0.2382807184324657
-0.2670243012067388,-0.3835324045633581,0.3126149126317611
-0.1829704867081836,-0.3835324045633581,0.3681736871455594
-0.0879275991103916,-0.3835324045633581,0.4016202215439189
0.0123961556639239,-0.3835324045633581,0.4109457408419479
0.1119754066716793,-0.3835324045633581,0.3955901623418099
0.2048294981700939,-0.3835324045633581,0.3564757307244031
0.2853816820427972,-0.3835324045633581,0.2959516299287613
0.3487940537408277,-0.3835324045633581,0.2176528926655573
0.391258110506833,-0.3835324045633581,0.1262820846220976
0.410223497258382,-0.3835324045633581,0.0273268679731708
0.4045511637525208,-0.3835324045633581,-0.073269579833987
0.3745817890322621,-0.3835324045633581,-0.1694655118096081
0.3221153101817155,-0.3835324045633581,-0.2554834711269911
0.2503028252750103,-0.3835324045633581,-0.3261572830698661
0.1634573386488602,-0.3835324045633581,-0.3772423316204363
0.0667947258315424,-0.3835324045633581,-0.4056704863837582
-0.0338795284071713,-0.3835324045633581,-0.4097343737334881
-0.1325190036326294,-0.3835324045633581,-0.3891899197103758
-0.2231994866277871,-0.3835324045633581,-0.3452710091094823
-0.3004747745808408,-0.3835324045633581,-0.2806153789215354
-0.3597037717496381,-0.3835324045633581,-0.1991061981284367
-0.3973292288659211,-0.3835324045633581,-0.1056388472495588
-0.4110913881940246,-0.3835324045633581,-0.0058269066035882
-0.4001637059627052,-0.3835324045633581,0.0943349941042417
-0.3652024901817498,-0.3835324045633581,0.1888312055269063
-0.308307485429909,-0.3835324045633581,0.2719863556429197
-0.2328957632806026,-0.3835324045633581,0.3388062086473419
-0.143496495554038,-0.3835324045633581,0.3852776136599113
-0.045478935320059,-0.3835324045633581,0.4086095331330069
0.0552700558657476,-0.3835324045633581,0.4074006693139974
0.152699568908286,-0.3835324045633581,0.381723625672408
0.2409580606022883,-0.3835324045633581,0.3331205462412883
0.3147447910798616,-0.3835324045633581,0.2645104956306118
0.3696281845890836,-0.3835324045633581,0.1800141421356481
0.4023119858941679,-0.3835324045633581,0.084706273556933
0.4108332299312765,-0.3835324045633581,-0.015688990467446
0.3946801373661686,-0.3835324045633581,-0.115141985576425
0.3548228508896955,-0.3835324045633581,-0.2076796391058494
0.2936551695781896,-0.3835324045633581,-0.2877442089045199
0.2148507784192319,-0.3835324045633581,-0.350527076882153
0.1231426103073054,-0.3835324045633581,-0.3922575511874457
0.0240385892375678,-0.3835324045633581,-0.4104293306110481
-0.0765091717786483,-0.3835324045633581,-0.4039510319053916
-0.1724618490966585,-0.3835324045633581,-0.3732117366872463
-0.2580565972020572,-0.3835324045633581,-0.3200576241052022
-0.3281526594400719,-0.3835324045633581,-0.247681090355
-0.3785401216530378,-0.3835324045633581,-0.160429014325498
-0.406192746608393,-0.3835324045633581,-0.0635416909679485
-0.4094497395552571,-0.3835324045633581,0.0371618995778928
-0.3881154870449987,-0.3835324045633581,0.135633575039096
-0.3434713087637852,-0.3835324045633581,0.2259592001496111
-0.2781985005715732,-0.3835324045633581,0.3027138853425765
-0.1962172988019438,-0.3835324045633581,0.3612878015151898
-0.1024514331169022,-0.3835324045633581,0.3981630436587953
-0.0025324131716935,-0.3835324045633581,0.4111249107637114
0.097538702730867,-0.3835324045633581,0.399394926750733
0.1917517175397248,-0.3835324045633581,0.3636775849308723
0.2744482689208831,-0.3835324045633581,0.3061180409943197
0.3406616647996336,-0.3835324045633581,0.2301732786074578
0.3864151781709868,-0.3835324045633581,0.1404044826608285
0.4089608875030635,-0.3835324045633581,0.0422030996081183
0.4069447147775812,-0.3835324045633581,-0.0585329695186428
0.3804877499879364,-0.3835324045633581,-0.1557535926660263
0.3311789788461181,-0.3835324045633581,-0.2436197731016989
0.2619798485356323,-0.3835324045633581,-0.3168543342374978
0.1770464066445346,-0.3835324045633581,-0.3710588636474008
0.0814796913081597,-0.3835324045633581,-0.4029778785770538
-0.018980632549571,-0.3835324045633581,-0.4106943468471553
-0.1183009942319572,-0.3835324045633581,-0.3937448234662842
-0.2105162890041453,-0.3835324045633581,-0.3531472840337188
-0.2900881341998076,-0.3835324045633581,-0.2913399853661709
-0.3522375061629137,-0.3835324045633581,-0.212035027408589
-0.3932317600699341,-0.3835324045633581,-0.1199954056325558
-0.4106088118572908,-0.3835324045633581,-0.0207489505248975
-0.4033250091120757,-0.3835324045633581,0.0797436708996761
-0.3718178118020375,-0.3835324045633581,0.1754469483375937
-0.3179795182234386,-0.3835324045633581,0.2606130141684485
-0.2450436161443638,-0.3835324045633581,0.3301268604221536
-0.1573905800943272,-0.3835324045633581,0.3798135375251811
