x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,trajectory,computed_value
0.9384350167908307,0.7128116957766774,1.6941280919085184,1.0585619034806566,1.0375614929154242,0.4940487804351618,0.8066341035014175,0.9924042732260188,0.8611672427199947,0.5910511171366352,-0.123019341904993,0.5083217288942523,2,0.8977483307010987
1.162459990021934,0.7014058929041861,1.9060947745204693,0.28939095015035,1.180019856197026,0.4167524070446548,0.9177827049997151,0.944312147163306,0.9246135759441132,0.397082996870183,-0.3290510123367299,0.3809064651326357,2,0.897775537660277
1.390916005919696,0.5753124152459184,1.8657912350284045,-0.4939318192766726,1.3117398095120223,0.3271066794128054,0.9838651118448888,0.9568036226880376,0.9666320990355034,0.1789118265918844,-0.2907349783067858,0.256168665363695,2,0.8980173453240086
1.557363982004889,0.227439551200956,1.5356135055797913,-1.1171687797299308,1.4066742830443708,0.1280453517549469,0.999909787413139,0.999381148385762,0.9865621815191566,0.0134319408653879,0.0351755632670665,0.1633862356386322,2,0.898368874006338
1.5469514106970663,-0.3123336596025649,1.0574499394367682,-1.3377285936101817,1.3934258773277943,-0.2272362362010178,0.9997157234580236,0.8711059939007433,0.9843110581464464,0.0238426565382415,0.4910950492421994,0.1764418907476991,2,0.89835422418326
1.363259627798218,-0.8623633175652636,0.6476296708069973,-1.2237572289785827,1.2584573012288065,-0.6451660518016349,0.9785414464134462,0.6032977267280927,0.9516174254599252,0.2060500852974359,0.7975160518288742,0.3072853324859873,2,0.8981559317288377
1.0563631396584707,-1.344256090277779,0.3418754594014003,-0.9672166739350578,1.0223122539246787,-1.0611108900000827,0.8705717575688725,0.3352546027100903,0.8533158979413213,0.4920414768324356,0.9421275663951776,0.5213942637971735,2,0.8976337463319182
0.634698887057111,-1.71943198843083,0.1174225005101055,-0.6815157761473108,0.6789629839913661,-1.44201734401962,0.5929350699603073,0.1171528487158353,0.6279863307031018,0.8052502734002426,0.9931138958033788,0.7782243689644102,2,0.8970859425994382
0.0899986620568281,-1.9007680713693933,-0.0489861126166202,-0.4649319815830458,0.2046547245968019,-1.718691633777426,0.0898772166697719,-0.0489665234675249,0.2032291021011692,0.995952853263494,0.9988004202940166,0.9791312128918944,2,0.8971238594502897
-0.499061905596429,-1.7650998373774511,-0.1862940764189334,-0.4417806313185025,-0.3526902914120859,-1.7529055566675809,-0.4786020724826873,-0.1852183737747581,-0.3454237498596089,0.8780319220935401,0.9826973867962782,0.9384468195017373,2,0.8972273154961459
