x1,x2,trajectory
-0.0246066363423494,0.2690689121434413,0
0.9385592083128906,0.105216510345869,0
-0.2207171951136886,-0.1558444282458806,0
0.8424743453948627,0.1540205603517645,0
-0.4901705891372067,-0.871001082857765,0
0.5853988037161382,0.1833113543447682,0
-0.4958596641604568,0.8682873643085218,0
-0.1743534148019785,-0.6696120407734734,0
0.9989989281903524,-0.0141380955503372,0
-0.5212871301573772,-0.849613403386045,0
-0.1168206696677004,0.5635255706030508,0
-0.4166653196249886,0.877281514130359,0
-0.1482370243103132,-0.6254611864777533,0
-0.5142102876057815,-0.8560945121248511,0
0.0914493875902304,0.0486613969401015,0
-0.0162799097415904,0.0095362324130468,0
0.016398574396887,0.0093306992010121,0
-0.5023362933717214,0.5047114733508055,0
-0.2176823738475301,-0.7312928519968986,0
-0.3059170865260636,-0.2353121294368258,0
-0.2137599361463131,0.1499269070183664,0
-0.4429448388945267,-0.4023745427504738,0
-0.0169271156922846,-0.2238523292405549,0
-0.068451403763346,0.4407023539874987,0
-0.2628492058484435,-0.7829133741500303,0
-0.0001186646552958,0.0188669316140584,0
0.9042344935169,0.1273718578751228,0
0.142368934023743,-0.0723433244053221,0
-0.2298656873860911,-0.7463965945235214,0
0.935101471151274,0.1078075478840217,0
0.09144938759023,-0.0486613969401008,0
-0.0007413974126052,-0.047147740481802,0
0.9831416141608827,-0.057261478308605,0
0.7356386304027231,0.1780186912723269,0
-0.0317321553768167,0.3046760169478368,0
-0.0280618595579214,0.2869402746802471,0
-0.5449846704486638,0.6133646425523102,0
-0.0376344266401234,-0.3310072095472395,0
-0.5514154176948736,0.7994835087363826,0
0.0,1.9229626863835643e-16,0
-0.0002669734710665,0.0282975987315921,0
-0.561358290363012,0.7515650296781144,0
0.9896282687804798,0.0451570565930049,0
-0.5591567989134598,-0.7685962761125078,0
-0.2067486482369869,0.1440414519212597,0
-0.2878514547276887,0.8066144653244988,0
0.7737787812029646,-0.1718617693995322,0
-0.1592674565181767,0.6448306939486608,0
-0.1859248108174093,0.687391727978226,0
-0.3359017548692751,0.2668866337520584,0
-0.178187388663454,0.6756164463775809,0
-0.0018967574374359,-0.0753782041077683,0
-0.56249329384729,-0.7241739727624791,0
-0.2711698517441621,-0.7911697587514059,0
0.5464377946582131,-0.1805931176821865,0
-0.0800602312176117,0.0496429320901634,0
0.981277807206518,0.0602498305000649,0
-0.1820447858068358,-0.6815432133504286,0
-0.1592674565181771,-0.6448306939486614,0
-0.0007413974126051,0.0471477404818012,0
-0.4296171249905123,-0.3829324529208635,0
0.941926301630446,-0.1025956862620621,0
-0.238052732362144,0.7560429661308936,0
-0.438577605934737,0.3958971337279121,0
0.20232536166478,-0.0972668524179604,0
-0.3781594332993748,-0.865424372527709,0
-0.5598136214368674,-0.7644342625736591,0
0.399081482194433,-0.157456136016536,0
0.2968994377282525,0.1302907677331169,0
