adjusted_value
0
-3.19435898087376e-11
-5.12884075627342e-10
-7.31510875838073e-10
-3.50692598605792e-10
-1.32599594609018e-9
-1.57485882631023e-9
-2.07927058294208e-9
-2.48499866574415e-9
-2.08685937499114e-9
-3.06382253382342e-9
-3.11557993404163e-9
-2.96735668004761e-9
-3.47823931601366e-9
-3.19385388270166e-9
-3.95339612767217e-9
-3.99610535275496e-9
-3.81071015848600e-9
-4.48704071741241e-9
-4.11850637086643e-9
-4.66716602249745e-9
-4.86595374159591e-9
-4.69168887043071e-9
-5.37218593648028e-9
-5.06582762708884e-9
-5.27998167084691e-9
-5.71361492720934e-9
-5.60667247182268e-9
-6.39707103461421e-9
-6.05559924163229e-9
-5.93898821535662e-9
-6.53647718246148e-9
-6.58096199029935e-9
-7.31384238028697e-9
-6.97938162791148e-9
-6.73416910071003e-9
-7.43453794184362e-9
-7.50130456010259e-9
-8.04750000232739e-9
-7.92483806420958e-9
-7.58749834701828e-9
-8.24938985813572e-9
-8.41266750155174e-9
-8.74623825136319e-9
-8.85276231867672e-9
-8.48350649356597e-9
-9.21798651904045e-9
-9.35006684808962e-9
-9.33284991827602e-9
-9.74261878645487e-9
