x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.3866768367799311,0.0582656888702106,1.0220598231771292,0.8067360682959692,2.1194154466720514,0.0019252906856273,0.5611131347211515,0.6490713608417953,0.9830978363346384,0.8531842548117493,0.8532454774255184,0.1830809771498738,0.5216096503529436,-0.5215094968002973
2.163391093217379,0.3565510888499999,2.1086286960284224,0.4571486128533333,2.2042848224437104,-1.53071768847404,0.9932230099599448,1.1984042646986466,0.8294942565366304,0.858821122460608,0.8059673668745385,-0.5585152445303017,-0.5122755895174991,-0.591959967846917
-1.1813533373327012,1.5894963989406516,-1.6766467179798012,0.907978142673767,-1.0163462223010682,1.4241371177511466,0.6078461517407288,0.8939725329232231,-0.9251206853184568,-0.9944030760755842,-0.8501900755094193,0.3796731720781823,-0.1056528385393213,0.5264758641241666
-0.7808802246158483,-1.1627702780081162,-1.345819734314193,-0.8317339262170973,-0.148571133183392,-0.8437608822137257,0.5611131347211515,0.6490713608417953,-0.7039049102666991,-0.974799329168369,-0.1480251582209339,0.7102942188293738,0.2230835445587546,0.988983595684816
-2.055639697294404,-1.4463032352050065,-1.5613518580580643,-1.297401240666791,-1.4293793076730743,-0.1530927423222689,0.8840319983451419,0.7401697457030413,-0.8847479602389187,-0.9999554013366504,-0.9900172668684736,-0.466069787535164,0.009444328332854,0.1409461290787282
1.5998495699446993,0.4147498291751836,1.2799789750877344,1.972481850295098,1.0563982966920986,1.4864563557197377,0.5619495616409014,1.0938154720040076,0.9995779842174668,0.9580098319153536,0.8705890557495956,-0.0290491560590922,0.2867353517679948,0.4920108698077998
-0.105016351952067,1.8913268182011695,-0.3963969640201908,2.2488500366415267,-0.5553935890612121,1.6855890426677416,1.1451405796657224,1.151331362695726,-0.1048234307095868,-0.3860972059018837,-0.5272777708960625,0.9944908488137396,0.9224581007258588,0.8496929753263113
-2.0522347210527645,-1.1290964837565003,-1.9763458418025772,-0.4965131791628536,-2.327114028510758,-0.3913485385592848,1.1451405796657224,1.151331362695726,-0.8863297849074746,-0.9188857391853646,-0.7273679051268402,-0.4630545457998116,-0.3945237614159203,-0.6862477180955809
2.119489422791285,0.7642491693906879,1.4530200193497742,1.2014417779843758,2.068680541899536,0.5222181878157277,0.6078461517407288,0.8939725329232231,0.8532068958421584,0.9930723841552372,0.8785949581780965,-0.5215726151624416,0.1175042119595429,-0.4775676909758749
1.988876630204971,0.2320194454047716,2.845712629046558,-0.0020569728466414,2.0499504065508067,0.4804056390349486,0.6078461517407288,0.8939725329232231,0.9138700337096248,0.2915817468024815,0.8873852337272219,-0.4060068490648512,-0.9565459136558024,-0.4610286834491796
1.7088318794992832,0.7783763382273399,2.0648729237476604,0.5916186426772734,2.1973920822410005,1.144511222582997,1.1451405796657224,1.151331362695726,0.9904882104830324,0.8804069802853488,0.8100284152092821,-0.1375976195074622,-0.4742188830749292,-0.58639062624972
-1.7824022089195852,1.5977989763429925,-1.888827039464768,0.991090571099708,-1.569624014631245,0.7387718817450244,1.1451405796657224,1.151331362695726,-0.9776948917402958,-0.9498530490135244,-0.999999312842174,-0.2100302327402683,-0.3126966345832825,0.0011723118951304
-1.1629602550232272,-1.343930513758251,-0.3352849828747229,0.5780024768050512,-1.1398119265320674,-1.9735783855663207,0.5030671426570873,1.0215949697713191,-0.9179812368728976,-0.3290382972846838,-0.9085549415998736,0.3966238126352292,0.944316577700506,0.4177653864245458
1.8680277170635144,0.745909794620134,2.162587634279829,0.3522747065599105,2.4004081829025044,0.7979736152344246,1.1451405796657224,1.151331362695726,0.9561510067801215,0.8299427328148806,0.6751621327818431,-0.2928741235298195,-0.5578485997542413,-0.7376693666253689
0.2809631162018313,1.58131375626276,-0.29801976513863,-0.4133552319793765,0.0691367944736968,2.477186962484732,0.5030671426570873,1.0215949697713191,0.2772811283117635,-0.2936278378616709,0.0690817298502437,0.9607888300152928,0.95591981506436,0.9976110036486656
