x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
1.754701527262797,1.2578616472374968,1.5092459381481205,0.1012901154968792,0.5950675773761435,0.9499698604635444,0.9831370461020766,0.9981063727680356,0.5605647173214722,-0.1828703053578772,0.0615115325758955,0.8281106192377308
1.9514075038481689,0.7818176379502386,1.500375966319786,-0.1798400998663897,0.803921315693993,1.2078397959211626,0.9284377640656526,0.9975215109105176,0.720082575567802,-0.371487978616767,0.0703621721580439,0.6938883803347918
2.0604776156043894,0.2460475620375568,1.437932799499419,-0.3893545602600093,1.081345557768782,1.378812327161716,0.8824828075324008,0.9911866180201148,0.882591207832115,-0.4703446549177864,0.1324729718012216,0.4701412126770513
2.05088422988734,-0.317613301241692,1.330722229454645,-0.4939636840108287,1.412501210079267,1.3825734551711883,0.8869543275348962,0.971320359053132,0.9874974674409994,-0.461857143354003,0.2377745993349475,0.1576348685970596
1.9061293727428985,-0.826857662379601,1.2076397926794948,-0.4752293379148303,1.7338631054292672,1.1600523707617896,0.9443007620180048,0.934780197391888,0.9867340479719772,-0.32908368366149,0.3552266636444723,-0.1623450602046012
1.6586396090217768,-1.199020487458065,1.1041618183172106,-0.3719854472902048,1.9672663091663007,0.7419194330350516,0.9961442592241117,0.893087421087921,0.9224299060853752,-0.0877303528708615,0.4498831607145641,-0.3861645612421288
1.3614104885170817,-1.407743561507858,1.0338882235169435,-0.2506528122627127,2.076476418499516,0.2046071924776785,0.9781587583532012,0.8592942344489722,0.8748452386298587,0.2078591914179488,0.5114815916949061,-0.4844025272917818
1.0574980307096853,-1.4632066991739656,0.9912722025266676,-0.1626546101977907,2.058679827905709,-0.3852784019292539,0.8711296102794414,0.8367233464855856,0.8833269608019093,0.4910531560782281,0.5476258224791475,-0.4687573789504142
0.7756283844327,-1.3931182466775385,0.9630767733023988,-0.1361791592020567,1.9254154216323451,-0.9772717971347948,0.7001648682258654,0.8209522790491067,0.9377788197597448,0.7139812023451713,0.5709968086811674,-0.3472331856404572
0.5303800728933838,-1.2329867870848998,0.934713198917872,-0.1816550958965972,1.6915542451183747,-1.5351420761777033,0.5058612342631632,0.8044287372559399,0.99271761863253,0.8626148686811218,0.5940491618349563,-0.1204646406899493
