x1,x2,x3,trajectory,computed_value
-0.0609867740372186,-0.0676346734767618,0.3901092735717325,2,1.1002956768686407
0.1008344631865423,0.0453758543562894,0.3901092735717325,2,1.1002956767054657
-0.1238064785561264,-0.0067713063347711,0.3901092735717325,2,1.1002956765024225
0.1103555828653838,-0.0357014779474797,0.3901092735717325,2,1.1002956767068168
-0.0735909072492845,0.062552567738075,0.3901092735717325,2,1.1002956767942238
0.0296703480287468,-0.0753797429001978,0.3901092735717325,2,1.1002956770389112
0.016097751187026,0.0769705164900928,0.3901092735717325,2,1.100295676992359
-0.060914348931316,-0.0676613159574619,0.3901092735717325,2,1.1002956769393442
0.1007668037223124,0.0454362297075922,0.3901092735717325,2,1.1002956767767271
-0.1237934560945415,-0.0068754572131604,0.3901092735717325,2,1.100295676574299
0.110432823953364,-0.035610511172339,0.3901092735717325,2,1.1002956767791003
-0.0737122163905658,0.0624981180935288,0.3901092735717325,2,1.1002956768647616
0.029815250334444,-0.0753585247239845,0.3901092735717325,2,1.1002956771107568
0.0159387004823325,0.0769844922205313,0.3901092735717325,2,1.1002956770643353
-0.0607513907804251,-0.0677196404430632,0.3901092735717325,2,1.100295677010892
0.1006264259379944,0.045559252740834,0.3901092735717325,2,1.100295676850144
-0.1237664060984987,-0.0070743872268913,0.3901092735717325,2,1.1002956766459793
0.1105708412335752,-0.0354453159079454,0.3901092735717325,2,1.1002956768489143
-0.0739206058255374,0.062403357460901,0.3901092735717325,2,1.1002956769366827
0.030054818584206,-0.0753224631201578,0.3901092735717325,2,1.1002956771812968
0.015683920359865,0.0770059694538642,0.3901092735717325,2,1.100295677136524
-0.0604978512267151,-0.0678093361496258,0.3901092735717325,2,1.1002956770838028
0.1004129850097558,0.045744368820531,0.3901092735717325,2,1.1002956769223715
-0.1237241703156053,-0.0073681260111127,0.3901092735717325,2,1.1002956767186312
0.1107689753136011,-0.0352054897319078,0.3901092735717325,2,1.1002956769197205
-0.0742158142357915,0.0622678132329139,0.3901092735717325,2,1.1002956770062138
0.0303891434692113,-0.0752712172338053,0.3901092735717325,2,1.1002956772536563
0.0153335827174011,0.0770345393262955,0.3901092735717325,2,1.1002956772076566
-0.0601534194999321,-0.0679299768557615,0.3901092735717325,2,1.1002956771572605
0.1001259451573915,0.0459909578913401,0.3901092735717325,2,1.100295676996297
-0.1236650158997765,-0.0077562459960199,0.3901092735717325,2,1.1002956767899712
0.1110263819301929,-0.0348900902238908,0.3901092735717325,2,1.1002956769899304
-0.0745975046870602,0.0620909503044563,0.3901092735717325,2,1.100295677076467
0.0308180809511181,-0.075204228504832,0.3901092735717325,2,1.1002956773240318
0.0148874983183612,0.0770697433876892,0.3901092735717325,2,1.1002956772806725
-0.0597180546365953,-0.0680808525610738,0.3901092735717325,2,1.1002956772299837
0.0997644678374357,0.0462981478840472,0.3901092735717325,2,1.1002956770694547
-0.123586776636536,-0.0082384341461201,0.3901092735717325,2,1.1002956768635663
0.1113416694674516,-0.0344982630523735,0.3901092735717325,2,1.1002956770590608
-0.0750654564382968,0.0618718733014302,0.3901092735717325,2,1.10029567714629
0.0313414681068728,-0.0751208906055944,0.3901092735717325,2,1.1002956773951533
0.0143456830723638,0.0771108669951668,0.3901092735717325,2,1.1002956773517631
-0.0591913518732068,-0.0682612698086311,0.3901092735717325,2,1.1002956773048929
0.0993277355490476,0.0466647639459593,0.3901092735717325,2,1.1002956771425785
-0.1234866060624458,-0.0088142150557707,0.3901092735717325,2,1.1002956769363728
0.1117133591985168,-0.0340287111620247,0.3901092735717325,2,1.1002956771294126
-0.0756190118167478,0.0616096649008925,0.3901092735717325,2,1.100295677214862
0.0319593451819074,-0.0750203600868128,0.3901092735717325,2,1.1002956774662804
0.0137081426981233,0.0771571575899846,0.3901092735717325,2,1.100295677423903
-0.0585730648190596,-0.0684701920874287,0.3901092735717325,2,1.1002956773781987
0.0988145891195252,0.0470896019234244,0.3901092735717325,2,1.1002956772178072
-0.1233612538021457,-0.0094828129397485,0.3901092735717325,2,1.1002956770088148
