adjusted_value
0
-1.04477522966012e-10
-8.24538935337866e-11
-1.35141656676261e-11
6.22658116424892e-11
8.70475007587853e-11
-7.52051636863853e-11
-1.93959566929338e-10
-3.97739002757532e-11
-5.19060950424389e-11
-3.75318330373157e-11
-5.95067716054498e-11
-6.96668229842954e-11
-1.45101062480934e-10
-2.35804953027050e-10
-4.72090279008553e-10
-6.28427820427494e-10
-6.62866639849913e-10
-6.72939766598905e-10
-6.55835221577145e-10
-6.26059614440473e-10
-5.98907758631218e-10
-6.83490652027768e-10
-6.32344330535740e-10
-5.60200155600622e-10
-5.63732694129628e-10
2.38601573261206e-11
1.37814752436415e-11
-6.92593229338172e-11
-3.82534708572606e-10
-8.85357745999187e-10
-9.04864482577535e-10
-8.58176152816561e-10
-7.85843750111535e-10
-7.85123190679855e-10
-7.86125111413429e-10
-7.36804860716968e-10
-7.70398289096414e-10
-9.48859782734667e-10
-1.14847827378119e-9
-1.10730508303539e-9
-1.00861327650380e-9
-9.23606217056309e-10
-8.58518949571134e-10
-9.00339826844638e-10
-9.95315115273514e-10
-8.65239595952959e-10
-8.85757730010241e-10
-8.93547941480452e-10
-8.74361126754082e-10
