x1,x2,x3,x4,x5,x6,x7,x8,trajectory
0.2882363093761449,0.3739093218803198,1.4557096916626653,2.797803930695803,-1.2439746166204375,-0.9837419658299928,0.3754935422998219,1.028834798983005,1.0
0.2348632307781615,0.289258388290688,0.3890654126401902,1.7553129006323176,-1.4487519309524652,-1.2404349131881796,-0.9440077936129287,0.5626471319844706,1.0
2.596966290412378,1.8294788948234788,2.7282424213713456,0.5517718167331455,0.9543439523932018,0.6040311693753168,1.0036576001720885,-0.5946206936516721,1.0
0.6199085294536343,0.6795737778151709,3.3773491428322657,2.206027693196265,-0.4781833449663835,-0.3862894746621854,1.2170911245200549,0.7911934743319646,1.0
0.995327481389983,1.017527905370672,4.012949691312995,1.560410096532675,-0.0046834689488538,0.0173760633842648,1.389526554777839,0.4449486691066643,1.0
0.2252195347435927,0.3037593997243867,0.6158019435922726,2.228620472779306,-1.490679642501766,-1.191519339211495,-0.4848298872897146,0.8013827719743828,1.0
0.2446032208349831,0.331267773216873,0.973188633461154,2.608726496111363,-1.4081178880521326,-1.104828248126749,-0.0271773476917836,0.9588621697324096,1.0
0.0810406530927159,0.5551683622547804,1.003013437324774,0.9454373065200574,-2.512804360180845,-0.5884838558246341,0.0030089060234314,-0.0561077003056764,1.0
2.2926024756530867,1.7826817776937711,3.1405111415098514,0.6601387508716238,0.829687624543381,0.5781188471776413,1.1443855705926322,-0.4153052374632306,1.0
0.0923327417688073,1.0546591919500323,1.867312097526996,1.2141391401066692,-2.3823564683194536,0.0532176739334526,0.6245000158418412,0.1940352990076938,1.0
3.120762578465338,1.6988574994565258,1.8486411893774892,0.3765404303600815,1.1380773881314117,0.5299559659859717,0.6144508769902788,-0.9767298527529864,1.0
0.1198555472549888,1.4790610453591129,2.1688265798494,1.1860980995248105,-2.121468034191727,0.3914074576294954,0.7741862746830113,0.170669011762635,1.0
1.3038825644501757,1.2670656561797389,4.045427260717177,1.226358622937454,0.2653464015120197,0.2367037201855999,1.397587171809258,0.2040493093708323,1.0
0.7725920764142432,0.8199984117196436,3.752975065323436,1.9030112695761383,-0.2580040845438833,-0.198452875652978,1.3225488761988746,0.643437510301805,1.0
1.9064578102859508,0.5735434410448885,0.4229284361369499,0.1469021276632607,0.6452469706638303,-0.5559215980365968,-0.8605522959580371,-1.9179887121545685,1.0
1.9746517104105528,1.6717257027134187,3.5212242528941564,0.7946526246889466,0.6803920336425301,0.5138564478032134,1.2588087282595708,-0.2298502098951041,1.0
1.2827711231172616,0.7111014443147392,3.0756747851324,2.1414385354595047,0.2490226777612746,-0.3409401809953895,1.1235243195040168,0.7614778160314588,2.0
3.063433462799777,0.759180877036515,1.3907693006997766,0.3618384782633129,1.1195363336070077,-0.2755152203117173,0.3298570477844114,-1.0165573593727055,2.0
0.9352385184405932,0.5140762581726595,0.1262028531375472,0.7426463291844396,-0.066953682289443,-0.6653836623279377,-2.069864721067609,-0.2975353513795941,2.0
0.8523440517771381,0.5574312344029656,2.3784087090339114,2.7712753602440614,-0.1597650170249839,-0.5844161296180449,0.866431654414653,1.0193076330996782,2.0
1.8916492524790751,0.8989043098129628,0.150759817887488,0.5932475559914419,0.6374490689190497,-0.1065786908732128,-1.892067318546999,-0.5221435033689062,2.0
1.043528068904488,0.627225924044559,2.767839690416171,2.4830017647318936,0.0426073459797613,-0.4664484778209154,1.0180671207661898,0.9094682172514692,2.0
1.7891763079770353,0.3947409394385646,0.6588657859709176,0.199831405163802,0.5817553508037931,-0.9295255787670164,-0.4172354283918691,-1.6102812421176254,2.0
2.288668728707358,0.4811509199990811,0.796466455944434,0.2239042566515382,0.8279703073460226,-0.7315742950978369,-0.2275702648384724,-1.496536744162259,2.0
2.744084118575109,0.6015531847050491,1.0223943257118335,0.2722726121387865,1.009447364851171,-0.5082403273514623,0.0221472546568682,-1.3009514640936009,2.0
0.1442600288728832,1.1586378525226249,1.9081888168572012,0.6833973428100953,-1.936137851761869,0.1472450500621406,0.6461545287467978,-0.380678827499761,2.0
0.4147545757724503,0.3890142759721809,0.2401430402345265,1.5818671691098996,-0.8800683173685834,-0.9441392368798108,-1.426520532200996,0.4586059019201066,2.0
0.4469811735766312,0.4095128433831549,0.9453155569092404,2.9403621877192463,-0.8052388025337557,-0.8927870126078115,-0.0562364845728751,1.0785327668647278,2.0
0.7493902696416289,0.2966607325140591,0.5650536834711898,0.2205162660877991,-0.2884953769053657,-1.2151661078857174,-0.5708345373560785,-1.511783817710378,2.0
3.1089354321268687,0.9042932836119956,1.8682913849973657,0.4980702289743661,1.1342803628091305,-0.1006015424312641,0.6250243153277928,-0.6970141898632771,2.0
2.660495779470701,1.0071186068578415,2.7284457186688638,0.857831375430957,0.978512488686068,0.0070933891817984,1.0037321132438983,-0.1533477309408966,2.0
0.1506600986468732,0.4723107953604943,1.167362727889831,0.5604471349673986,-1.8927289818199469,-0.7501180453425652,0.1547471258235452,-0.5790203585498698,2.0
2.126053372318045,2.2069531974944305,2.052218040622036,2.644149498367546,0.7542673841756885,0.7916129206584541,0.7189211792766607,0.9723494628900448,3.0
