x1,x2,x3
0.5,1.5,0.0
1.5,0.6666666666666666,1.0
0.6666666666666666,2.25,2.0
2.25,0.8888888888888888,3.0
0.8888888888888888,2.8125,4.0
2.8125,1.0666666666666667,5.0
1.0666666666666667,3.28125,6.0
3.28125,1.2190476190476192,7.0
1.2190476190476192,3.69140625,8.0
3.69140625,1.3544973544973546,9.0
1.3544973544973546,4.060546875,10.0
4.060546875,1.4776334776334776,11.0
1.4776334776334776,4.39892578125,12.0
4.39892578125,1.5912975912975913,13.0
1.5912975912975913,4.713134765625,14.0
4.713134765625,1.6973840973840972,15.0
1.6973840973840972,5.0077056884765625,16.0
5.0077056884765625,1.7972302207596322,17.0
1.7972302207596322,5.285911560058594,18.0
5.285911560058594,1.8918212850101395,19.0
1.8918212850101395,5.550207138061523,20.0
5.550207138061523,1.981908012867765,21.0
1.981908012867765,5.802489280700684,22.0
5.802489280700684,2.0680779264707114,23.0
2.0680779264707114,6.044259667396545,24.0
6.044259667396545,2.15080104352954,25.0
2.15080104352954,6.276731193065643,26.0
6.276731193065643,2.2304603414380413,27.0
2.2304603414380413,6.500900164246559,28.0
6.500900164246559,2.3073727670048703,29.0
2.3073727670048703,6.717596836388111,30.0
6.717596836388111,2.3818041465856723,31.0
2.3818041465856723,6.92752173752524,32.0
6.92752173752524,2.453980029815541,33.0
2.453980029815541,7.131272376864217,34.0
7.131272376864217,2.524093744953128,35.0
2.524093744953128,7.329363276221557,36.0
7.329363276221557,2.592312494816726,37.0
2.592312494816726,7.5222412571747554,38.0
7.5222412571747554,2.658782045965873,39.0
2.658782045965873,7.710297288604124,40.0
7.710297288604124,2.7236303885504065,41.0
2.7236303885504065,7.893875795475651,42.0
7.893875795475651,2.786970630144602,43.0
2.786970630144602,8.073282063554643,44.0
8.073282063554643,2.848903310814482,45.0
2.848903310814482,8.248788195371048,46.0
8.248788195371048,2.9095182748743644,47.0
2.9095182748743644,8.420637949441279,48.0
8.420637949441279,2.9688961988513918,49.0
2.9688961988513918,8.589050708430104,50.0
8.589050708430104,3.027109849809262,51.0
3.027109849809262,8.754224760515298,52.0
8.754224760515298,3.0842251299943424,53.0
3.0842251299943424,8.916340033858175,54.0
8.916340033858175,3.140301950539694,55.0
