x1,x2,x3,trajectory,computed_value
1.0,0.5,1.0,2.0,1.1598600359123847
0.5,2.5,2.0,2.0,1.1656817556125336
2.5,0.7333333333333334,3.0,2.0,1.168438518107187
0.7333333333333334,3.238636363636364,4.0,2.0,1.1652417740878032
3.238636363636364,0.8954385964912281,5.0,2.0,1.1671906199835562
0.8954385964912281,3.815634796238245,6.0,2.0,1.1639367329502848
3.815634796238245,1.029598386209426,7.0,2.0,1.1657640015910509
1.029598386209426,4.309932940296381,8.0,2.0,1.1627273380049352
4.309932940296381,1.147220737059642,9.0,2.0,1.1645180923026561
1.147220737059642,4.750611476888483,10.0,2.0,1.1617444093352887
4.750611476888483,1.2534271605906016,11.0,2.0,1.1634894279595478
1.2534271605906016,5.152539801587063,12.0,2.0,1.1609952175431006
5.152539801587063,1.351088730919497,13.0,2.0,1.1626630187063158
1.351088730919497,5.524645083232854,14.0,2.0,1.1604562581458113
5.524645083232854,1.4420232515651157,15.0,2.0,1.1620127203144408
1.4420232515651157,5.872824859660447,16.0,2.0,1.1600964423423266
5.872824859660447,1.5274741627171182,17.0,2.0,1.1615112731763704
1.5274741627171182,6.201232370027617,18.0,2.0,1.1598844799076433
6.201232370027617,1.608339055109767,19.0,2.0,1.1611333026793647
1.608339055109767,6.512930197597607,20.0,2.0,1.159791392633072
6.512930197597607,1.6852922023084498,21.0,2.0,1.1608561658915066
1.6852922023084498,6.8102568276003375,22.0,2.0,1.1597912750004484
6.8102568276003375,1.7588559686941911,23.0,2.0,1.160660046811505
1.7588559686941911,7.09504751314654,24.0,2.0,1.1598613764903454
7.09504751314654,1.829445113080516,25.0,2.0,1.1605277822472053
1.829445113080516,7.368774900313683,26.0,2.0,1.1599819210842433
7.368774900313683,1.8973956554007776,27.0,2.0,1.1604446018305814
1.8973956554007776,7.632642572950271,28.0,2.0,1.1601358358879614
7.632642572950271,1.962984441822004,29.0,2.0,1.160397855223143
1.962984441822004,7.887649541919956,30.0,2.0,1.1603084620688313
7.887649541919956,2.0264428436879123,31.0,2.0,1.1603767551553594
2.0264428436879123,8.134636045298063,32.0,2.0,1.1604872787636729
8.134636045298063,2.087966614642332,33.0,2.0,1.1603721462073415
2.087966614642332,8.37431690479509,34.0,2.0,1.1606616516235468
8.37431690479509,2.147723150459682,35.0,2.0,1.1603763012307602
2.147723150459682,8.607306350054703,36.0,2.0,1.1608226090735676
8.607306350054703,2.205856944590548,37.0,2.0,1.160382743983765
2.205856944590548,8.834136843303007,38.0,2.0,1.160962645573084
8.834136843303007,2.2624937604777307,39.0,2.0,1.1603860953267904
2.2624937604777307,9.05527359141712,40.0,2.0,1.1610755496003313
9.05527359141712,2.3177438722493937,41.0,2.0,1.1603819400424036
2.3177438722493937,9.271125897634596,42.0,2.0,1.1611562536029445
9.271125897634596,2.3717046166564626,43.0,2.0,1.1603667114643392
2.3717046166564626,9.482056157288248,44.0,2.0,1.1612007031383533
9.482056157288248,2.424462427510389,45.0,2.0,1.1603375913830596
2.424462427510389,9.688387070160925,46.0,2.0,1.1612057426451137
9.688387070160925,2.4760944756235066,47.0,2.0,1.1602924230169172
2.4760944756235066,9.890407484216295,48.0,2.0,1.1611690155602106
9.890407484216295,2.5266700040668275,49.0,2.0,1.1602296351538457
2.5266700040668275,10.08837717587668,50.0,2.0,1.1610888767972996
10.08837717587668,2.5762514253114097,51.0,2.0,1.1601481758482266
2.5762514253114097,10.282530794595312,52.0,2.0,1.1609643158720133
10.282530794595312,2.624895230260104,53.0,2.0,1.1600474543123114
2.624895230260104,10.473081143896426,54.0,2.0,1.160794889211337
10.473081143896426,2.6726527472024646,55.0,2.0,1.159927289842463
2.6726527472024646,10.660221930587053,56.0,2.0,1.160580660399694
10.660221930587053,2.719570779947067,57.0,2.0,1.159787866810197
2.719570779947067,10.844130083982908,58.0,2.0,1.1603221472913732
10.844130083982908,2.7656921478678296,59.0,2.0,1.1596296948871925
2.7656921478678296,11.0249677246883,60.0,2.0,1.160020275092711
11.0249677246883,2.811056145705383,61.0,2.0,1.1594535738099894
2.811056145705383,11.202883845626165,62.0,2.0,1.159676334628506
11.202883845626165,2.8556989372476504,63.0,2.0,1.1592605620812635
2.8556989372476504,11.378015755160902,64.0,2.0,1.1592919451403874
11.378015755160902,2.8996538941636527,65.0,2.0,1.1590519491123445
2.8996538941636527,11.550490322254298,66.0,2.0,1.1588690210431936
