x1,x2,x3,trajectory,computed_value
0.5,1.5,0.0,1.0,0.9994179522838773
1.5,0.6666666666666666,1.0,1.0,0.9984070206551838
0.6666666666666666,2.25,2.0,1.0,1.0008927613850174
2.25,0.8888888888888888,3.0,1.0,0.9999200383811518
0.8888888888888888,2.8125,4.0,1.0,1.0009996323070935
2.8125,1.0666666666666669,5.0,1.0,1.0000931184899762
1.0666666666666669,3.28125,6.0,1.0,1.0006673657921883
3.28125,1.2190476190476192,7.0,1.0,0.9999240659003437
1.2190476190476192,3.69140625,8.0,1.0,1.0002752437706082
3.69140625,1.3544973544973546,9.0,1.0,0.9996848315581495
1.3544973544973546,4.060546875,10.0,1.0,0.9999378744882932
4.060546875,1.4776334776334776,11.0,1.0,0.9994662213184504
1.4776334776334776,4.39892578125,12.0,1.0,0.9996871950107797
4.39892578125,1.5912975912975913,13.0,1.0,0.9992975966077156
1.5912975912975913,4.713134765625,14.0,1.0,0.999524911806529
4.713134765625,1.6973840973840972,15.0,1.0,0.9991843482051097
1.6973840973840972,5.0077056884765625,16.0,1.0,0.9994412178413272
5.0077056884765625,1.7972302207596322,17.0,1.0,0.9991220530503613
1.7972302207596322,5.285911560058594,18.0,1.0,0.9994223296529627
5.285911560058594,1.89182128501014,19.0,1.0,0.9991024525674677
1.89182128501014,5.550207138061523,20.0,1.0,0.9994537235004417
5.550207138061523,1.981908012867765,21.0,1.0,0.9991161449667105
1.981908012867765,5.802489280700684,22.0,1.0,0.9995215469773955
5.802489280700684,2.0680779264707114,23.0,1.0,0.9991538299139124
2.0680779264707114,6.044259667396545,24.0,1.0,0.9996132053681541
6.044259667396545,2.15080104352954,25.0,1.0,0.9992068740076738
2.15080104352954,6.276731193065643,26.0,1.0,0.9997175604784636
6.276731193065643,2.2304603414380413,27.0,1.0,0.9992675443952712
2.2304603414380413,6.500900164246559,28.0,1.0,0.9998249454519104
6.500900164246559,2.3073727670048703,29.0,1.0,0.9993290769351879
2.3073727670048703,6.717596836388111,30.0,1.0,0.9999270942445029
6.717596836388111,2.3818041465856723,31.0,1.0,0.9993856621259076
2.3818041465856723,6.92752173752524,32.0,1.0,1.0000170348667203
6.92752173752524,2.453980029815541,33.0,1.0,0.9994323916764265
2.453980029815541,7.131272376864217,34.0,1.0,1.0000889710827088
7.131272376864217,2.524093744953128,35.0,1.0,0.9994651881969125
2.524093744953128,7.329363276221557,36.0,1.0,1.0001381648442922
7.329363276221557,2.592312494816726,37.0,1.0,0.9994807298337967
2.592312494816726,7.5222412571747554,38.0,1.0,1.0001608252975749
7.5222412571747554,2.658782045965873,39.0,1.0,0.9994763759722693
2.658782045965873,7.710297288604124,40.0,1.0,1.0001540068325645
7.710297288604124,2.7236303885504065,41.0,1.0,0.999450097038467
