adjusted_value
1.11022349870757e-16
2.08748891604989e-7
3.90505620058972e-7
5.36576550168265e-7
6.40022744875853e-7
6.98618727094716e-7
7.15049473324543e-7
6.96211156367488e-7
6.51936660266029e-7
5.92199555918266e-7
5.25562722500436e-7
4.59068702904407e-7
3.98380009342549e-7
3.47923751829844e-7
3.11189297319543e-7
2.90887731881444e-7
2.89180805551697e-7
3.07654757037465e-7
3.47445032894101e-7
4.09450836328891e-7
