x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,trajectory,computed_value
1.7455323159960532,0.6180838106789318,1.4439339157104534,0.4213201083364704,1.2327555360967013,0.1599402402159023,0.9847724710143332,0.9919637510026156,0.94340622674148,-0.1738481530886207,0.1265223960286106,0.3316393995673659,2,-0.7524128738738214
1.8405432795261545,0.1822995875038521,1.5181488801881664,0.2047075638430068,1.2656426981644937,0.1216299594043022,0.9638383611701796,0.9986144432624138,0.9538008076824502,-0.2664875485586189,0.0526231290185157,0.3004397098658989,2,-0.7524125371528794
1.8303271542632835,-0.2638540914870076,1.5401968408748397,-0.0241682130259651,1.2913300466264754,0.0881993426683755,0.9665104869011848,0.9995318722592044,0.9612027979123624,-0.256627119981569,0.0305947109482874,0.2758426748808927,2,-0.752412372560715
1.7127595160549611,-0.6844661189268492,1.5049644125185877,-0.2636300586368835,1.3062217398055684,0.0252417529986063,0.9899401386435248,0.9978338620090326,0.9652038331588562,-0.1414868258971101,0.0657843737382897,0.2614986815558558,2,-0.7524125898780671
1.5015079990117055,-1.039162470167252,1.4112991622394702,-0.5070906614955373,1.2990596102941103,-0.0958564257645061,0.9976005240118124,0.987307269406512,0.9633062062564708,0.0692329003534965,0.1588217736239489,0.2684048304106423,2,-0.752412936371672
1.2279191506749556,-1.2934867296271213,1.2657623220517962,-0.7420457588170974,1.2562550295345856,-0.2841349748139435,0.9417912636283392,0.9538367406239738,0.9509383925455452,0.3361981792831959,0.3003256103562166,0.30938030574504,2,-0.7524131213485699
0.9300392009317376,-1.434111663872242,1.0814114873462863,-0.9544424241179796,1.1694405022935876,-0.5258157599591418,0.8016433759169713,0.882622202125428,0.9205321646601876,0.5978025575793745,0.4700830227898686,0.3906667810628759,2,-0.7524131393410507
0.6370364029401413,-1.4711529715903695,0.8714887840618987,-1.1341288242531025,1.037428398217853,-0.7959934173641553,0.5948157336579736,0.7652880970981121,0.8610995801659745,0.803862079583884,0.643687912299082,0.508436341185386,2,-0.7524130619940363
0.3638064118109593,-1.4265790481347929,0.6446947097626787,-1.2758092964066394,0.8622810956741674,-1.0707625277043464,0.3558340813888517,0.6009544531438502,0.7593288622137083,0.9345491461245642,0.7992832697151717,0.6507070608263255,2,-0.752412963556186
0.1150318389276127,-1.3231547667657633,0.4048747636759807,-1.3764830146428697,0.6454659033781053,-1.330044063824229,0.1147783169601267,0.3939036522755409,0.6015706765315776,0.9933911303992,0.9191517354191252,0.7988195798409926,2,-0.7524128435596353
