x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,trajectory
0.7395239137119503,0.8398575995187735,1.510195702492562,1.2036233174383868,1.5659535399078257,0.3747123086890472,0.6739362604700342,0.9981643440476192,0.9999882737305008,0.7387894942564264,0.0605635391302917,0.0048427679577813,7
0.8926603603039642,0.9802848347686808,1.6871434453388527,0.9014828189733178,1.6034425855203247,0.0793837265447107,0.7787434584543766,0.9932393055984624,0.9994671582224012,0.6273425108459625,-0.1160848044073119,-0.0326404600892484,7
1.0808263680324908,1.0816256236791884,1.8194837875733705,0.5544361684303404,1.5928516556158283,-0.1857020527627917,0.8823469963961018,0.969236314416211,0.9997567910943684,0.4705993815877551,-0.2461320109552587,-0.0220535407744772,7
1.3014168790715477,1.105692787665564,1.8917783179117835,0.1692308509379729,1.53267671840891,-0.401810107301696,0.9639362315886454,0.9489260588869616,0.9992735357036888,0.2661333151461528,-0.3154985495454118,0.0381103770940233,7
1.5330453003184097,1.009093772287715,1.8847614598226796,-0.2289164899988566,1.4286129150930749,-0.5422107328797983,0.9992875146219664,0.9511164885628686,0.9899089560644804,0.0377420603657635,-0.3088323577344814,0.1417048294989649,7
1.7317842584459775,0.7766286171474497,1.7936045014272233,-0.5918436587193574,1.302313131506724,-0.5925081315032359,0.987069406131031,0.9752807753591226,0.964174367038749,-0.1602934417876597,-0.2209692494780862,0.2652692781786605,7
1.86047027010652,0.4399071203489619,1.6389421252421326,-0.8812161580921618,1.1799049826668973,-0.5724147552316293,0.9583370612097238,0.9976789734938052,0.9245698137733436,-0.2856397680854505,-0.0680930675498394,0.3810126762446688,7
1.9082238400814155,0.0427003721138735,1.4477917706717751,-1.0886553024875043,1.0743230113207356,-0.5178610333457946,0.9436094362694402,0.992444473133737,0.8792678835512663,-0.3310607675084279,0.1226946117247996,0.4763276067532479,7
1.8783238193385496,-0.3830314464763624,1.2394857892586204,-1.2206540149462937,0.98667329427886,-0.4587318201733734,0.953084917924793,0.9456168606800393,0.8341960261356571,-0.3027030545341269,0.3252825737687579,0.5514680316931145,7
1.777013717593561,-0.8153026525083836,1.0261436257982326,-1.2865719635716528,0.9128887004780928,-0.4152551981491977,0.9788124382894844,0.8553072852917832,0.7912733708238078,-0.2047589085969015,0.5181210743897608,0.6114625521036662,7
1.609999747701327,-1.2364967756142162,0.8153344574412096,-1.2959171277504318,0.8469638271259966,-0.4005753801779929,0.99923164430986,0.7279549516808158,0.7492731225155175,-0.039193379668171,0.6856249618584355,0.6622611175932394,7
1.3815209575348917,-1.629515004538434,0.6115376934231752,-1.258210014538418,0.7819503755607649,-0.4233375298159069,0.9821408302459672,0.574127149697425,0.7046646290870394,0.1881472549992753,0.8187661546377638,0.709540527745685,7
1.0943268709276124,-1.9740843094006748,0.4171242189829497,-1.1831386687641214,0.7100058031318096,-0.4896201657798211,0.8886197230755252,0.4051329267254241,0.6518381718844867,0.4586447293507002,0.9142577927930896,0.7583580933004476,7
0.7518834343272219,-2.2422664534916468,0.2336826247608235,-1.0814725299193175,0.6221957529909978,-0.6034342992226004,0.6830156381443594,0.2315616175231192,0.5828208344759063,0.7304037500247746,0.9728202389393822,0.8126006860080838,7
0.3656700126535509,-2.397217610187759,0.0639247169740354,-0.9674797127740564,0.5095021347918234,-0.7634335347210455,0.3575750890497543,0.0638811892001961,0.4877426772726851,0.9338843909666016,0.9979575109524296,0.872987445938871,7
-0.0357210142871294,-2.408189186613831,-0.087732481968502,-0.8600859343200077,0.3669763698466178,-0.955630554357162,-0.0357134181571417,-0.0876199792912639,0.3587947701811295,0.999362072405959,0.9961539736551768,0.9334164734408058,7
-0.4150541897727672,-2.27796386180968,-0.2192215996866139,-0.7761974441834565,0.1970232364852698,-1.1540787664864594,-0.4032395197390755,-0.2174699181637594,0.1957510284569046,0.9150944703802988,0.9760670236688912,0.980653626342178,7
-0.7490878711109774,-2.0396813054437297,-0.334377903241125,-0.7227190414720833,0.0049548335620408,-1.3347695090547067,-0.6809710820062163,-0.3281815917015757,0.0049548132882281,0.732310306817597,0.9446146531089914,0.9999877248372996,7
-1.031514689154502,-1.7289230867117726,-0.4402664929614079,-0.6987775866776564,-0.2060125410955518,-1.4821519340191005,-0.8580777959682748,-0.4261805598884254,-0.2045583948647274,0.5135197134153933,0.9046381212248288,0.9788543625536776,7
-1.2623685180237534,-1.3717553700769185,-0.5439899767594747,-0.7008476518905883,-0.4345939287762548,-1.5850795196209222,-0.9528120032188364,-0.5175541277827775,-0.4210421128049253,0.303561009555094,0.8556504688335117,0.9070410901633754,7
-1.4413918510906278,-0.9871072240072708,-0.6518813373832935,-0.7244391160817991,-0.6794873942180384,-1.6328205080847331,-0.9916389181634068,-0.6066830360557323,-0.6283943531520976,0.1290436204688488,0.7949438305705625,0.7778949395172571,7
